address	expected_name	actual_name	status
0x005937db	CDXTexture__Helper_005937db	CDXTexture__Helper_005937db	OK
0x00593951	CDXTexture__Helper_00593951	CDXTexture__Helper_00593951	OK
0x005944e3	CFastVB__Helper_005944e3	CFastVB__Helper_005944e3	OK
0x00594836	CFastVB__Helper_00594836	CFastVB__Helper_00594836	OK
0x0059519a	CDXTexture__Helper_0059519a	CDXTexture__Helper_0059519a	OK
0x005961d0	CDXTexture__Helper_005961d0	CDXTexture__Helper_005961d0	OK
0x005962b3	CDXTexture__Helper_005962b3	CDXTexture__Helper_005962b3	OK
0x005980be	CFastVB__Helper_005980be	CFastVB__Helper_005980be	OK
0x0059822c	CFastVB__Helper_0059822c	CFastVB__Helper_0059822c	OK
0x00598390	CFastVB__Helper_00598390	CFastVB__Helper_00598390	OK
0x0059879e	CFastVB__Helper_0059879e	CFastVB__Helper_0059879e	OK
0x005987d9	CFastVB__Helper_005987d9	CFastVB__Helper_005987d9	OK
0x00598a81	CFastVB__Helper_00598a81	CFastVB__Helper_00598a81	OK
0x00599a74	CFastVB__Helper_00599a74	CFastVB__Helper_00599a74	OK
0x00599ac8	CFastVB__Helper_00599ac8	CFastVB__Helper_00599ac8	OK
0x0059a10a	CFastVB__Helper_0059a10a	CFastVB__Helper_0059a10a	OK
0x0059b960	CDXTexture__Helper_0059b960	CDXTexture__Helper_0059b960	OK
0x0059be70	CDXTexture__Helper_0059be70	CDXTexture__Helper_0059be70	OK
0x0059c690	CDXTexture__Helper_0059c690	CDXTexture__Helper_0059c690	OK
0x0059ee20	CDXTexture__Helper_0059ee20	CDXTexture__Helper_0059ee20	OK
0x0059eed0	CDXTexture__Helper_0059eed0	CDXTexture__Helper_0059eed0	OK
0x005a3980	CFastVB__Helper_005a3980	CFastVB__Helper_005a3980	OK
0x005a40c0	CFastVB__Helper_005a40c0	CFastVB__Helper_005a40c0	OK
0x005a4d2c	CFastVB__Helper_005a4d2c	CFastVB__Helper_005a4d2c	OK
0x005a519e	CFastVB__Helper_005a519e	CFastVB__Helper_005a519e	OK
0x005a62bf	CFastVB__Helper_005a62bf	CFastVB__Helper_005a62bf	OK
0x005a647f	CFastVB__Helper_005a647f	CFastVB__Helper_005a647f	OK
0x005a8f5d	CFastVB__Helper_005a8f5d	CFastVB__Helper_005a8f5d	OK
0x005a9f44	CFastVB__Helper_005a9f44	CFastVB__Helper_005a9f44	OK
0x005aa480	CFastVB__Helper_005aa480	CFastVB__Helper_005aa480	OK
0x005aa73b	CFastVB__Helper_005aa73b	CFastVB__Helper_005aa73b	OK
0x005aa790	CFastVB__Helper_005aa790	CFastVB__Helper_005aa790	OK
0x005aa7c9	CFastVB__Helper_005aa7c9	CFastVB__Helper_005aa7c9	OK
0x005ab00b	CFastVB__Helper_005ab00b	CFastVB__Helper_005ab00b	OK
0x005ab420	CDXTexture__Helper_005ab420	CDXTexture__Helper_005ab420	OK
0x005ad550	CDXTexture__Helper_005ad550	CDXTexture__Helper_005ad550	OK
0x005aeaf0	CDXTexture__Helper_005aeaf0	CDXTexture__Helper_005aeaf0	OK
0x005aebb0	CDXTexture__Helper_005aebb0	CDXTexture__Helper_005aebb0	OK
0x005af5f0	CDXTexture__Helper_005af5f0	CDXTexture__Helper_005af5f0	OK
0x005afcf0	CDXTexture__Helper_005afcf0	CDXTexture__Helper_005afcf0	OK
0x005afe60	CDXTexture__Helper_005afe60	CDXTexture__Helper_005afe60	OK
0x005b1b80	CDXTexture__Helper_005b1b80	CDXTexture__Helper_005b1b80	OK
0x005b1c30	CDXTexture__Helper_005b1c30	CDXTexture__Helper_005b1c30	OK
0x005b2613	CDXTexture__Helper_005b2613	CDXTexture__Helper_005b2613	OK
0x005b3e80	CDXTexture__Helper_005b3e80	CDXTexture__Helper_005b3e80	OK
0x005b5b80	CDXTexture__Helper_005b5b80	CDXTexture__Helper_005b5b80	OK
0x005b60a0	CDXTexture__Helper_005b60a0	CDXTexture__Helper_005b60a0	OK
0x005b6290	CDXTexture__Helper_005b6290	CDXTexture__Helper_005b6290	OK
0x005b6cf0	CDXTexture__Helper_005b6cf0	CDXTexture__Helper_005b6cf0	OK
0x005b8110	CDXTexture__Helper_005b8110	CDXTexture__Helper_005b8110	OK
0x005bd8ba	CDXTexture__Helper_005bd8ba	CDXTexture__Helper_005bd8ba	OK
0x005bd933	CDXTexture__Helper_005bd933	CDXTexture__Helper_005bd933	OK
0x005d06f0	CDXTexture__Helper_005d06f0	CDXTexture__Helper_005d06f0	OK
0x005d0820	CDXTexture__Helper_005d0820	CDXTexture__Helper_005d0820	OK
0x005d08ad	CDXTexture__Helper_005d08ad	CDXTexture__Helper_005d08ad	OK
