address	old_name	new_name	confidence	reason	clues
0x004bfed0	CSpawnerThing__Helper_004bfed0	CSpawnerThing__CallRemove	mid	clue:CSPtrSet__Remove	CSPtrSet__Remove; CComplexThing__ctor_like_004f3f00
0x004bff40	CSphereTrigger__Helper_004bff40	CSphereTrigger__CallClear	mid	clue:CSPtrSet__Clear	CSPtrSet__Clear; CParticleManager__RemoveFromGlobalList; CComplexThing__ctor_like_004f3f00
0x004bffa0	CWingmanStart__Helper_004bffa0	CWingmanStart__CallRemove	mid	clue:CSPtrSet__Remove	CSPtrSet__Remove; CComplexThing__ctor_like_004f3f00
0x004c0000	CEscapePod__Helper_004c0000	CEscapePod__CallRemoveFromGlobalList	mid	clue:CParticleManager__RemoveFromGlobalList	CParticleManager__RemoveFromGlobalList; CActor__ctor_like_004013d0
0x004dab50	CRound__Helper_004dab50	CRound__RemoveActiveReaderById	mid	clue:CMonitor__RemoveActiveReaderById	CMonitor__RemoveActiveReaderById; CSPtrSet__Remove; CGenericActiveReader__SetReader
0x004dac90	CRound__Helper_004dac90	CRound__CallFirst	mid	clue:CSPtrSet__First	CSPtrSet__First; Vec3__SetXYZ; SQRT; CBattleEngine__IsWeaponModeCompatibleWithMountState; CGenericActiveReader__SetReader; CSPtrSet__AddToHead
0x004e1200	CMessageBox__Helper_004e1200	CMessageBox__StopAndReleaseChannel	mid	clue:CSoundManager__StopAndReleaseChannel	CSoundManager__StopAndReleaseChannel; CGenericActiveReader__SetReader
0x004e5850	CCareerNode__Helper_004e5850	CCareerNode__CallAddToTail	mid	clue:CSPtrSet__AddToTail	CSPtrSet__AddToTail
0x004e6640	CThing__Helper_004e6640	CThing__CreateThingRefWithSquad	mid	clue:IScript__CreateThingRefWithSquad	IScript__CreateThingRefWithSquad
0x004f0c50	CMCTentacle__Helper_004f0c50	CMCTentacle__BuildOrientationMatrixFromEuler	mid	clue:CSquadNormal__BuildOrientationMatrixFromEuler	CSquadNormal__BuildOrientationMatrixFromEuler; CMCBuggy__Helper_0040d320
0x004f7440	CMissionScriptObjectCode__Helper_004f7440	CMissionScriptObjectCode__FreeObjectIfPresent	mid	pattern:OID__FreeObject	OID__FreeObject
0x004f8140	CActor__Helper_004f8140	CActor__CallSetXYZ	mid	clue:Vec3__SetXYZ	Vec3__SetXYZ; Mat34__SetRows; CMCBuggy__Helper_0040d320
0x004f9a40	CSphere__Helper_004f9a40	CSphere__GetRootSubtreeHealthIfAnyActive	mid	clue:CDestructableSegmentsController__GetRootSubtreeHealthIfAnyActive	CDestructableSegmentsController__GetRootSubtreeHealthIfAnyActive
0x004f9a60	CDestroyableSegment__Helper_004f9a60	CDestroyableSegment__CallRemove	mid	clue:CSPtrSet__Remove	CSPtrSet__Remove
0x004fb650	CWarspite__Helper_004fb650	CWarspite__UpdateAimTransformAndAttachTargetReader	mid	clue:OID__UpdateAimTransformAndAttachTargetReader	OID__UpdateAimTransformAndAttachTargetReader
0x004fd4d0	CCannon__Helper_004fd4d0	CCannon__SelectTarget	mid	clue:CDiveBomber__SelectTarget	CDiveBomber__SelectTarget; CUnitAI__GetWorldPositionForTargeting
0x00501320	CScreenFx__Helper_00501320	CScreenFx__FindTexture	mid	clue:CTexture__FindTexture	CTexture__FindTexture; CHud__Helper_004f27e0; CVBufTexture__GetOrCreate
0x0050efa0	CBomber__Helper_0050efa0	CBomber__CallClear	mid	clue:CSPtrSet__Clear	CSPtrSet__Clear; CParticleManager__RemoveFromGlobalList; CUnit__scalar_deleting_dtor_004f84e0
0x0050f440	CAirUnit__Helper_0050f440	CAirUnit__CallClear	mid	clue:CSPtrSet__Clear	CSPtrSet__Clear; CParticleManager__RemoveFromGlobalList; CUnit__scalar_deleting_dtor_004f84e0
0x00511db0	CWorldPhysicsManager__Helper_00511db0	CWorldPhysicsManager__FindSoundEventByNameIfEnabled	mid	clue:CBattleEngine__FindSoundEventByNameIfEnabled	CBattleEngine__FindSoundEventByNameIfEnabled
0x00521260	CFEPVirtualKeyboard__Helper_00521260	CFEPVirtualKeyboard__DrawPanel	mid	clue:CFrontEnd__DrawPanel	CFrontEnd__DrawPanel; CFrontEnd__DrawBox; CPlatform__Font; CDXFont__GetTextExtent; CDXFont__DrawTextDynamic; PLATFORM__GetSysTimeFloat
0x0053bd60	CHud__Helper_0053bd60	CHud__CallReset	mid	clue:CDXCompass__Reset	CDXCompass__Reset
0x0053bda0	CHud__Helper_0053bda0	CHud__FreeObjectIfPresent	mid	pattern:OID__FreeObject	CByteSprite__Free; OID__FreeObject
0x0053d760	CThing__Helper_0053d760	CThing__CallApplyPendingRenderState	mid	clue:CDXEngine__ApplyPendingRenderState	RenderState_Set; CDXEngine__ApplyPendingRenderState; Vec3__SetXYZ; CVBufTexture__GetOrCreate; CVBufTexture__SetVBFormat; CVBufTexture__SetIBFormat
0x00540840	PCPlatform__Helper_00540840	PCPlatform__ReadHeaderPairAndResetByteCount	mid	clue:CMeshPart__ReadHeaderPairAndResetByteCount	CMeshPart__ReadHeaderPairAndResetByteCount; CDXTexture__Deserialize; D3DBufferRegistry__MoveToFreeList; CMeshPart__ReadBlockAndAccumulateByteCount; CVBufTexture__GetOrCreate; CVBufTexture__SetVBFormat
0x005491b0	CPolyBucket__Helper_005491b0	CPolyBucket__ReallocFromPool	mid	clue:CMemoryManager__ReallocFromPool	CMemoryManager__ReallocFromPool; CMemoryManager__Realloc
0x0055e14f	CLIParams__Helper_0055e14f	CLIParams__CallInputFormatCore	mid	clue:CRT__InputFormatCore	_strlen; CRT__InputFormatCore
0x0055e1c4	CConsole__Helper_0055e1c4	CConsole__CallGetCharTypeMask_Compat	mid	clue:CRT__GetCharTypeMask_Compat	CRT__GetCharTypeMask_Compat; _strlen; CRT__ParseFloatTextToFloatAndStatus
0x0055f380	CStaticShadows__Helper_0055f380	CStaticShadows__CallExtractFiniteExponentMaskOrPassThrough_00561618	mid	clue:CRT__ExtractFiniteExponentMaskOrPassThrough_00561618	CRT__ExtractFiniteExponentMaskOrPassThrough_00561618; SUB84
0x0055f39d	CStaticShadows__Helper_0055f39d	CStaticShadows__CallMapExponentFlagToClassCode_005615bc	mid	clue:CRT__MapExponentFlagToClassCode_005615bc	CRT__MapExponentFlagToClassCode_005615bc; __startOneArgErrorHandling; CRT__SetFpuControlWordMasked_005615a5; SQRT; __math_exit
0x0056961e	CMCBuggy__Helper_0056961e	CMCBuggy__CallGetCharTypeMask_Compat	mid	clue:CRT__GetCharTypeMask_Compat	CRT__GetCharTypeMask_Compat; CRT__LCMapStringA_Compat
0x0056e170	CMCBuggy__Helper_0056e170	CMCBuggy__CallLockByIndex	mid	clue:CRT__LockByIndex	CONCAT11; CONCAT31; LOCK; UNLOCK; CRT__LockByIndex; CRT__UnlockByIndex
0x00579a9a	CVertexShader__Helper_00579a9a	CVertexShader__CallDirectiveParserContextCtor	mid	clue:CTexture__DirectiveParserContextCtor	CTexture__DirectiveParserContextCtor; CTexture__InitializePreprocessorStateFromMemorySpan; CTexture__ResetParserSemanticValue; CTexture__LoadScriptAndDispatchByVersion; CTexture__DestroyParserCompileContext; CTexture__TokenList_GetCount_0058c378
