cohort	retail_va	demo_va	demo_delta	bracket_lower_retail	bracket_upper_retail	provider_identity	identity_grade	source_file	source_line	identity_basis	body_ranges	body_range_count	body_bytes	instruction_count	cfg_edge_count	cfg_sha256	body_sha256	normalized_sha256	demo_body_sha256	demo_normalized_sha256	raw_equal	normalized_equal	terminal_kinds	external_transfers	peer_entry_transfers	inbound_reference_rows	current_8280_body_overlap_bytes	pairwise_overlap_bytes
REQUESTED_23	0x005B2FC0	0x005B3690	0x6D0	0x005B28E0	0x005B3080	LIBJPEG6B__start_pass_main	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcmainct.c	69	exact main-controller start-pass dispatch and simple/buffered row-flow algorithms	0x005B2FC0-0x005B307C	1	188	66	70	5bc5b0f4087676142312be569382193bc06ce771e079707d09856554b0f0b366	157a1dd4c79ae6a91ecb4a7c2745c297b56185a44a7b1740589f310078b65873	b9728711935260ff83d6ed2eebdb69e76fee28a958f38b85e75150b0128ee48f	51f2e952d3794994d132a727083471fff369d8a83f018a962c87e4388b954c46	b9728711935260ff83d6ed2eebdb69e76fee28a958f38b85e75150b0128ee48f	false	true	ret			1	0	0
REQUESTED_23	0x005B4ED0	0x005B55A0	0x6D0	0x005B4AE0	0x005B5B80	LIBJPEG6B__forward_DCT	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcdctmgr.c	180	exact forward-DCT manager callback selection and integer/float quantization loops	0x005B4ED0-0x005B51F9;0x005B5200-0x005B536C	2	1173	351	366	437d2ffc46e96891cfaf33974962aeb2dda479b1ba15e82508e324d554f47f58	ab06f9eb388aacd3e8f5f6bca2da3f3694a6ff6e2b46d227bc0bd88d4501b6da	c7be49113e48685bc193fa7b1d2e97866fddd1f6753e6991b9df51d70f4e0952	ab06f9eb388aacd3e8f5f6bca2da3f3694a6ff6e2b46d227bc0bd88d4501b6da	c7be49113e48685bc193fa7b1d2e97866fddd1f6753e6991b9df51d70f4e0952	true	true	ret			2	0	0
REQUESTED_23	0x005B5370	0x005B5A40	0x6D0	0x005B4AE0	0x005B5B80	LIBJPEG6B__forward_DCT_float	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcdctmgr.c	270	exact forward-DCT manager callback selection and integer/float quantization loops	0x005B5370-0x005B5405;0x005B5410-0x005B5B79	2	2046	502	504	d6f34ae60397a3259354b14e0c9bf55be0f97d5b607e95999e13e0c06c77afd0	1043147e7d7010b24afd8b20ac2b65dbedc9b5c7af615b94ab1de688037b53af	713af9e978559787b556b4f706247bda65efd726a40e1fc3a0a27aba7a3ef4f7	cdb0c486872c203359809d918dd1dbb58ed1d5edcaec13e7ca7e4c2ffac56ef6	713af9e978559787b556b4f706247bda65efd726a40e1fc3a0a27aba7a3ef4f7	false	true	ret			1	0	0
REQUESTED_23	0x005B5C30	0x005B6300	0x6D0	0x005B5B80	0x005B60A0	LIBJPEG6B__start_pass_prep	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcprepct.c	78	exact prep-controller callback selection and simple/context row-flow algorithms	0x005B5C30-0x005B5C74	1	68	21	21	ba7f03dac4e4b3a35e10ef172655fad1520df4d193a2ca65943b0846236d2386	920cb13672a24dbd280526bfb16d6e842316d41cf90af8e503d7418d7a55f419	e793d90dc0672d1ceba1c86d2cb2af23d04fed0a76694f1185a7dd1b1ebecdb1	920cb13672a24dbd280526bfb16d6e842316d41cf90af8e503d7418d7a55f419	e793d90dc0672d1ceba1c86d2cb2af23d04fed0a76694f1185a7dd1b1ebecdb1	true	true	ret			1	0	0
REQUESTED_23	0x005B5C80	0x005B6350	0x6D0	0x005B5B80	0x005B60A0	LIBJPEG6B__pre_process_data	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcprepct.c	128	exact prep-controller callback selection and simple/context row-flow algorithms	0x005B5C80-0x005B5E0D;0x005B5E10-0x005B5E88	2	517	182	197	0cd25945318f5508eb8ba20fad7ef73d37b9b103509a969bdfeec2e77d271ee4	66a1e9db4ab47dbcb47ba118bae7673d2d83a0e7cbb65105ef0405d361dfc98a	c507d6715148e7f3dc4bdb2f2b71be23aeeed7cffd90bad7866ae43a83c91d5a	745247528677aeb8dcaf7e75de3ebfc7e048b296f3368df736ac1a14baf6f27f	c507d6715148e7f3dc4bdb2f2b71be23aeeed7cffd90bad7866ae43a83c91d5a	false	true	ret			1	0	0
REQUESTED_23	0x005B5E90	0x005B6560	0x6D0	0x005B5B80	0x005B60A0	LIBJPEG6B__pre_process_context	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcprepct.c	195	exact prep-controller callback selection and simple/context row-flow algorithms	0x005B5E90-0x005B6095	1	517	179	196	a9f8af59d3b07f0d12affef1d1dfe1573428fe40bb6881f1060a1c408fbd3166	af9bc8398946e40482455e2012013d31dccd2c5f1aaf635389f4cccf34f3881b	6a90d5b44724d51009a2eb472dbf38406b38b3d62162908b0107d27a1952f2ae	1dcc78a8f8442d6741b69377101d66c6a335ba9db07e4bd86953bef2a1e62dec	6a90d5b44724d51009a2eb472dbf38406b38b3d62162908b0107d27a1952f2ae	false	true	ret			1	0	0
DISCOVERED_CORRECTION	0x005B6800	0x005B6ED0	0x6D0	0x005B6720	0x005B6C30	LIBJPEG6B__h2v2_smooth_downsample	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcsample.c	292	exact downsampler method selection and smoothing weights, neighbor sums, rounding, and shifts	0x005B6800-0x005B6A86	1	646	203	206	cecf2a23eb5858604e58876143afd40f7d05922b9193a5d5eb8b9576274ff879	dafa1afd702c5a85511d2d1185658f58d56e1b0755d98228edeb48a0ee5d21b8	a7bfcc1f81f0446e3676e4b1e4a1bbe56f0a049202b16bc119c5a23969f153e9	dafa1afd702c5a85511d2d1185658f58d56e1b0755d98228edeb48a0ee5d21b8	a7bfcc1f81f0446e3676e4b1e4a1bbe56f0a049202b16bc119c5a23969f153e9	true	true	ret			1	0	0
REQUESTED_23	0x005B6A90	0x005B7160	0x6D0	0x005B6720	0x005B6C30	LIBJPEG6B__fullsize_smooth_downsample	EXACT_IJG_V6B_SOURCE_ALGORITHM	jcsample.c	392	exact downsampler method selection and smoothing weights, neighbor sums, rounding, and shifts	0x005B6A90-0x005B6C21	1	401	131	134	0fb8f1525b49087b41434ffda0fffaf47b70b440392277368d2589ef5294df53	963b4f71beb1a0a08771f3a52c6c576d0a67a6a49c40b2bdfe6e8699970d6247	28fba7f02ace9c9cdf63708869ed1bbe0f5d83ed28d8784a19cfb17a6a03dac6	963b4f71beb1a0a08771f3a52c6c576d0a67a6a49c40b2bdfe6e8699970d6247	28fba7f02ace9c9cdf63708869ed1bbe0f5d83ed28d8784a19cfb17a6a03dac6	true	true	ret			1	0	0
REQUESTED_23	0x005BC580	0x005BCC80	0x700	0x005BC530	0x005BCE60	LIBJPEG6B__jpeg_idct_4x4	EXACT_IJG_V6B_SOURCE_ALGORITHM	jidctred.c	118	exact reduced-IDCT 4x4/2x2/1x1 output shapes and arithmetic	0x005BC580-0x005BCC33	1	1715	455	485	24e3af99f90e948b1133665cf5aac08edd12016a5a4642e73be6d933757faf51	c0e7af8d7fb1f7568e9f648c527b21307ce475f9b9b7c3c129e977bdbb6a3f1c	433994df9e3e49217faff6fc7ae40b97dc3f80df5f59c100be1c99bbeadda0f1	c0e7af8d7fb1f7568e9f648c527b21307ce475f9b9b7c3c129e977bdbb6a3f1c	433994df9e3e49217faff6fc7ae40b97dc3f80df5f59c100be1c99bbeadda0f1	true	true	ret			2	0	0
REQUESTED_23	0x005BCC40	0x005BD340	0x700	0x005BC530	0x005BCE60	LIBJPEG6B__jpeg_idct_2x2	EXACT_IJG_V6B_SOURCE_ALGORITHM	jidctred.c	271	exact reduced-IDCT 4x4/2x2/1x1 output shapes and arithmetic	0x005BCC40-0x005BCE10	1	464	138	150	8f72f45e70d6b3d2cee897d55e19f47828b950c5da10fbabc5dc35c7661eb897	bf1e5b2bac3e7447e89ff10da2cb9b59a6c344564d9ea3fbdf492c487b0a3240	e7b094dfe14c5dd18668a4d48b183985b6ab78d35ce3c909edae37788518b75e	bf1e5b2bac3e7447e89ff10da2cb9b59a6c344564d9ea3fbdf492c487b0a3240	e7b094dfe14c5dd18668a4d48b183985b6ab78d35ce3c909edae37788518b75e	true	true	ret			2	0	0
REQUESTED_23	0x005BCE10	0x005BD510	0x700	0x005BC530	0x005BCE60	LIBJPEG6B__jpeg_idct_1x1	EXACT_IJG_V6B_SOURCE_ALGORITHM	jidctred.c	379	exact reduced-IDCT 4x4/2x2/1x1 output shapes and arithmetic	0x005BCE10-0x005BCE55	1	69	19	18	5c902ef2c03d586b1c4a6e2ab7bbf2b13bd797bcfb064803d63c1e28a1ef0db0	0c24fd7fa574b75c70bf51e891324d828e06dcad2cab844a237277a28ae5df6e	17b732f19148f195e7f264bbd775724a8898a795e98d47f36a84df0c281360fb	0c24fd7fa574b75c70bf51e891324d828e06dcad2cab844a237277a28ae5df6e	17b732f19148f195e7f264bbd775724a8898a795e98d47f36a84df0c281360fb	true	true	ret			2	0	0
REQUESTED_23	0x005BDB70	0x005BE270	0x700	0x005BDA5E	0x005BE360	LIBJPEG6B__jpeg_fdct_float	EXACT_IJG_V6B_SOURCE_ALGORITHM	jfdctflt.c	59	exact floating-point 8x8 forward-DCT butterfly and constants	0x005BDB70-0x005BDD96	1	550	175	176	63ad3e7f9f233a9c43dac1bb668b97bfe7a67f46d7cd296b3be7df38e2cc501b	86244aee2612683328e3ee47f3c51734bf6152c78bfd8b040bd3aa0982788065	9dc21c4a417cdbcda3b7d5ff74ca8fdb903cba5b7447f77df299bc9de726211b	b4db86f1c9af91636e3da1e0c1ff3929fa54a8b1ccba36b9cb630fb5e9c47434	9dc21c4a417cdbcda3b7d5ff74ca8fdb903cba5b7447f77df299bc9de726211b	false	true	ret			1	0	0
REQUESTED_23	0x005BDDA0	0x005BE4A0	0x700	0x005BDA5E	0x005BE360	LIBJPEG6B__jpeg_fdct_ifast	EXACT_IJG_V6B_SOURCE_ALGORITHM	jfdctfst.c	114	exact fast-integer 8x8 forward-DCT butterfly and constants	0x005BDDA0-0x005BDFF6	1	598	195	196	bfbf50a128889f20e9c58e12e49cf2aeaeff2682e906710319a8ab8e0cf1c655	898f95f4ff4d332945e24ce50f302a1c7f2d1b6da2015b60bf193737499a496d	75ffa62e34e4d077aafe121ec31cf3b1fd5c949653c240e1958cb2fe19aebb09	898f95f4ff4d332945e24ce50f302a1c7f2d1b6da2015b60bf193737499a496d	75ffa62e34e4d077aafe121ec31cf3b1fd5c949653c240e1958cb2fe19aebb09	true	true	ret			1	0	0
REQUESTED_23	0x005BE000	0x005BE700	0x700	0x005BDA5E	0x005BE360	LIBJPEG6B__jpeg_fdct_islow	EXACT_IJG_V6B_SOURCE_ALGORITHM	jfdctint.c	140	exact slow-integer 8x8 forward-DCT butterfly and constants	0x005BE000-0x005BE018;0x005BE020-0x005BE1B9;0x005BE1C0-0x005BE357	3	840	220	221	4b80bf802400208a7bef7bd4d979326eb91192c9d6d8a0203e1e9ddd191cf7d2	e6b0ad4f3bb2f11576bd6b1782971dd9fe2c3fc129e3601bc9915b65187d913f	29d69aa25eb607c1eb7085f71d03a240868896da81dea26fe214bda7f4db63b4	e6b0ad4f3bb2f11576bd6b1782971dd9fe2c3fc129e3601bc9915b65187d913f	29d69aa25eb607c1eb7085f71d03a240868896da81dea26fe214bda7f4db63b4	true	true	ret			1	0	0
