entryVa	trackedName	disposableName	bodyBytes	bodyMin	bodyMax	bodyDigest	instrCount	gradeBefore	gradeAfter	closureClass	receiptCount	contractNames	executionStates	confidence	receiptSources	receiptSha256
0x004679a0	FrontEnd__HasStandardSlidingTextBordersAndMaskPage	HYP__FrontEnd__HasStandardSlidingTextBordersAndMaskPage	36	0x004679a0	0x004679c3	1e65aba3ade4f2db4a7c9ac52088fe5d1ca547734b5f6453cd57f6967aada171	11	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	FrontEnd__HasStandardSlidingTextBordersAndMaskPage	COVERED	HIGH_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x004679e0	CFrontEnd__RenderPreCommonFade	HYP__CFrontEnd__RenderPreCommonFade	252	0x004679e0	0x00467adb	80e381215e6befca518a0d407f69186bad15440b8e68c1321fb2594215b8c08d	75	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__RenderPreCommonFade	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00467ae0	CFrontEnd__DrawBar	HYP__CFrontEnd__DrawBar	240	0x00467ae0	0x00467bcf	f917ce5b0d9c2bcccb745f62d74e02773c4673c2ec846b99b249a9775c9a97f5	83	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__DrawBar	DARK	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00467bd0	CFrontEnd__DrawTitleBar	HYP__CFrontEnd__DrawTitleBar	1517	0x00467bd0	0x004681bc	5cdb02d121385d8129ea952886fd92e97ce93ab71c69aea1d4157f59c46a05ed	429	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__DrawTitleBar	PARTIAL	MEDIUM_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004681c0	CFrontEnd__EnableAdditiveAlpha	HYP__CFrontEnd__EnableAdditiveAlpha	29	0x004681c0	0x004681dc	57b5c9e2d9b2c74a85ab8f32aac234aaee5ebfaed87d7f348d7dc74786d90a37	9	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__EnableAdditiveAlpha	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004681e0	CFrontEnd__EnableModulateAlpha	HYP__CFrontEnd__EnableModulateAlpha	29	0x004681e0	0x004681fc	85e2c5c3f0c8fe870c62627d964ff6d38e68eaa715b57d9f8514248bbd409e49	9	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__EnableModulateAlpha	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00468200	CFrontEnd__Render	HYP__CFrontEnd__Render	710	0x00468200	0x004684c5	edf598a522fee8ac8898820e3d618a5f7972efbe0bd3103434e3305d770b4099	195	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__Render	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004684d0	CFrontEnd__Run	HYP__CFrontEnd__Run	205	0x004684d0	0x0046859c	5b2c94e782cae137a64974a90ce4891d523ff08ad541ff8b7ffdab11fc1e13ce	67	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__Run	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004685a0	CFrontEnd__UpdateCamera	HYP__CFrontEnd__UpdateCamera	65	0x004685a0	0x004685e0	1e6ffa1cda936bc6ab81a1d24a807bc6a5ada166d4320586545fdde986ab74a9	19	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__UpdateCamera	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004685f0	CFrontEnd__RenderStart	HYP__CFrontEnd__RenderStart	271	0x004685f0	0x004686fe	39be18de334f453a7c7b6aa553911e98ab4dd69a2c7f143ae8f66f3a49127ab0	72	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__RenderStart	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00468700	CFrontEnd__RenderCursorEndSceneAndAsyncSave	HYP__CFrontEnd__RenderCursorEndSceneAndAsyncSave	38	0x00468700	0x00468725	4178527627fe0ee96dfb3f058c8cedb26719e3aa3d73073e8ea8e34721199200	10	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__RenderCursorEndSceneAndAsyncSave	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00468730	CFrontEnd__GetShadowOffsetX	CFrontEnd__GetShadowOffsetX	21	0x00468730	0x00468744	9a866669f165be4a63fa5ec32d79c52117b3c7f19c467c3cfbd1aea94cf31d24	5	C1_CANDIDATE_PARTIAL	C1_CANDIDATE_PARTIAL	PREEXISTING_GEN19_C1_OR_C2	1	CFrontEnd__GetShadowOffsetX	OPEN_EXECUTED	CANDIDATE_CONTRACT	reverse-engineering/EVIDENCE-REGISTER.tsv	f83dbb6eddaa16deed5f2a2460d393dc4525a63ae243b6cac0c656056b69ab9a
0x00468750	CFrontEnd__GetShadowOffsetY	CFrontEnd__GetShadowOffsetY	21	0x00468750	0x00468764	0580b554db6a4641f569ed3735c0b1cd52b1c98a75ccb045d118404e659c67cb	5	C1_CANDIDATE_PARTIAL	C1_CANDIDATE_PARTIAL	PREEXISTING_GEN19_C1_OR_C2	1	CFrontEnd__GetShadowOffsetY	OPEN_EXECUTED	CANDIDATE_CONTRACT	reverse-engineering/EVIDENCE-REGISTER.tsv	f83dbb6eddaa16deed5f2a2460d393dc4525a63ae243b6cac0c656056b69ab9a
0x00468770	CFrontEnd__PlaySound	HYP__CFrontEnd__PlaySound	97	0x00468770	0x004687d0	1f16619a2297f2359943d61034a6015181784ea39e9cf87bac9b691c7061280b	33	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__PlaySound	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004687e0	CFrontEnd__LoadSharedResources	HYP__CFrontEnd__LoadSharedResources	2522	0x004687e0	0x004691b9	face37ad926b2252f9eb763dc7f3ca317f3bb24858642476976693ea9c1d0c3d	832	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__LoadSharedResources	PARTIAL	MEDIUM_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004691c0	CFrontEnd__ReleaseParticleHudWaypointResources	HYP__CFrontEnd__ReleaseParticleHudWaypointResources	224	0x004691c0	0x0046929f	9c12bed06679983420978e7f9c7f4ed9aa3204c53a05429a6b0c051059fd5998	63	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__ReleaseParticleHudWaypointResources	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004692a0	ZeroDwords3_00679b78	HYP__ZeroDwords3_00679b78	31	0x004692a0	0x004692be	a15922187d3b8c4fa4fdf579b1a2eb5c1a0fa5a1a631fbcbaa035001ecc99053	4	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	ZeroDwords3_00679b78	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x004692c0	InitIdentityMat_00679b48	HYP__InitIdentityMat_00679b48	195	0x004692c0	0x00469382	a71f7b48e2c4cd5346ae8db68dad46da71470de9666597bd22ec806486b067b7	36	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	InitIdentityMat_00679b48	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x00469390	CFrontEnd__ProcessMouseReadyOrDispatchVBufTexture	HYP__CFrontEnd__ProcessMouseReadyOrDispatchVBufTexture	51	0x00469390	0x004693c2	f9021bd8a05e185df942353b93d65e5a2009f1105f095adf6b27504799f46963	19	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__ProcessMouseReadyOrDispatchVBufTexture	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x004693d0	CFrontEnd__GetCursorStateInRect	HYP__CFrontEnd__GetCursorStateInRect	46	0x004693d0	0x004693fd	85e6b02f14b536c2cbe9d9c34e14ed1de039d57756833ca24c2b26d6f4f86a8d	17	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__GetCursorStateInRect	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00469400	CFrontEnd__GetClickStateInRect	HYP__CFrontEnd__GetClickStateInRect	46	0x00469400	0x0046942d	f984ad0a5a2f8102e5085b9328f062e8ddd564c81eb19682ac7ce5db9176fbd2	17	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__GetClickStateInRect	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00469430	CFEPDirectory__GetCursorStateInRectAndConsumeIfMouseReady	HYP__CFEPDirectory__GetCursorStateInRectAndConsumeIfMouseReady	46	0x00469430	0x0046945d	40a9f31c09b151db3181a0b8e74a231b37127a2554c5d6a23ba69c0632cb5a9c	17	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFEPDirectory__GetCursorStateInRectAndConsumeIfMouseReady	COVERED	HIGH_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x00469460	ZeroDwords3_00679dc0	HYP__ZeroDwords3_00679dc0	31	0x00469460	0x0046947e	5e6f1da4d1661176712561a018cacaab2f35aef5d8ea0661c4d38631ae2c2b10	4	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	ZeroDwords3_00679dc0	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x00469480	InitIdentityMat_00679d90	HYP__InitIdentityMat_00679d90	195	0x00469480	0x00469542	ea3abf4dae81067b0cdbeb5ad81cb027435420d3bba4e85d5acff60a81b43246	36	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	InitIdentityMat_00679d90	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x00469550	CFrontEnd__ResolveLevelNameTextByCode	HYP__CFrontEnd__ResolveLevelNameTextByCode	877	0x00469550	0x004698bc	174d164673c161190b077ed006d46faf500146945e20b62c846e2eaff2bd5ccd	210	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__ResolveLevelNameTextByCode	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00469c20	CFrontEnd__ResolveEpisodeNameTextByIndex	HYP__CFrontEnd__ResolveEpisodeNameTextByIndex	163	0x00469c20	0x00469cc2	49dfee1cbb2a13bd0b47f3472c9a5e10ddc6bceaa082f4dcbc9d8c5388dd934f	41	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__ResolveEpisodeNameTextByIndex	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x00469cf0	CFrontEnd__ResolveLevelNameTextIdByCode	HYP__CFrontEnd__ResolveLevelNameTextIdByCode	417	0x00469cf0	0x00469e90	d66420930bb334c8ba63b51a2befd1207b778958163826b31f3bc8ad9d7ba3da	122	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEnd__ResolveLevelNameTextIdByCode	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x0046a1f0	FrontEndText__GetLevelNameTextAfterCode	HYP__FrontEndText__GetLevelNameTextAfterCode	30	0x0046a1f0	0x0046a20d	b32e08a861ae903f08be2ab11710652ebed827ab750e16c91d6364a0ce445f1e	10	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	FrontEndText__GetLevelNameTextAfterCode	COVERED	HIGH_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046a210	FrontEnd__GetBriefingLevelListTextColor	HYP__FrontEnd__GetBriefingLevelListTextColor	6	0x0046a210	0x0046a215	1bccede119b7b225a878083701a0bc22132a696797f756693744309cdad88df0	2	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	FrontEnd__GetBriefingLevelListTextColor	COVERED	HIGH_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046a220	FrontEndText__GetMultiplayerLevelDescriptionByType	HYP__FrontEndText__GetMultiplayerLevelDescriptionByType	94	0x0046a220	0x0046a27d	01b0f7c21d848a7a16a97cf91b14b52b3742d87d76f2b5af30455487e58c6723	24	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	FrontEndText__GetMultiplayerLevelDescriptionByType	PARTIAL	MEDIUM_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046a2a0	FrontEndText__GetLocalizedOrFallbackTextByToken	HYP__FrontEndText__GetLocalizedOrFallbackTextByToken	3154	0x0046a2a0	0x0046aef1	4ac4177968478290851fd8616e432c3fa6e0a82c0fa0a6ea6a44df329e79aa86	795	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	FrontEndText__GetLocalizedOrFallbackTextByToken	PARTIAL	MEDIUM_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046b1e0	FrontEndText__GetAsciiFallbackTextByToken	HYP__FrontEndText__GetAsciiFallbackTextByToken	1434	0x0046b1e0	0x0046b779	76edd4f6701703ef1502e60bae18afb4590c35a01c69e1727af2d4f75b9956cf	408	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	FrontEndText__GetAsciiFallbackTextByToken	DARK	MEDIUM_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046b950	CFEPMultiplayerStart__LoadPreviewMeshFromConfig	HYP__CFEPMultiplayerStart__LoadPreviewMeshFromConfig	315	0x0046b950	0x0046ba8a	2cc302b705f27b085788842756e68fa3fa49da77afc67abc02f5a537fc30abb6	95	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFEPMultiplayerStart__LoadPreviewMeshFromConfig	PARTIAL	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x0046ba90	CFrontEndThing__dtor_base	HYP__CFrontEndThing__dtor_base	20	0x0046ba90	0x0046baa3	574c812930c3652084109951cd9be886e4a690361e4c63436681eb54e21dd02a	8	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFrontEndThing__dtor_base	COVERED	HIGH_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046bab0	CFEPMultiplayerStart__SetPreviewAnimationByName	HYP__CFEPMultiplayerStart__SetPreviewAnimationByName	59	0x0046bab0	0x0046baea	e1bc2692508a406b143f94ce55d9708bc64b251c555883fefa15268cb742f2ba	24	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFEPMultiplayerStart__SetPreviewAnimationByName	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x0046baf0	CFEPWingmen__UpdateSpinnerTransformAndPulse	HYP__CFEPWingmen__UpdateSpinnerTransformAndPulse	301	0x0046baf0	0x0046bc1c	2cd10cd6422f61e91cef0a100b9850bbf7a241f5d5fa2d6addf15739c12244b5	85	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFEPWingmen__UpdateSpinnerTransformAndPulse	COVERED	HIGH_STATIC	local-lab/ghidra-frontend206-static-20260810-v1/contracts.tsv	a8ecba3a3d5c2908cc6ef09c0a640a1268466762a7d531de142cce2bc64012e7
0x0046bc20	CFEPMultiplayerStart__StopPreviewAnimation	HYP__CFEPMultiplayerStart__StopPreviewAnimation	15	0x0046bc20	0x0046bc2e	a8173f0c5b04b8f4717974ae94b42ededc487e07b5209aa25cfd7bb27af1a597	7	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CFEPMultiplayerStart__StopPreviewAnimation	COVERED	HIGH_STATIC	local-lab/ghidra-frontendcareer123-static-20260809-v1/contracts.tsv	fe8604cb00cb231048acc3886fe2ed46f045d7f778755b003cfe3ac49a018714
0x0046bc30	ZeroDwords3_00679e00	HYP__ZeroDwords3_00679e00	31	0x0046bc30	0x0046bc4e	265f4ce4f81a0813fd3c453c79497c3c7dc8ec52164acc68292d2d47a54b3e7d	4	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	ZeroDwords3_00679e00	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x0046bc50	InitIdentityMat_00679dd0	HYP__InitIdentityMat_00679dd0	195	0x0046bc50	0x0046bd12	361c8e2bb4427e6c5e9ce06eb8c1350c55b20a6d706c53e4ad6f2ea223c83530	36	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	InitIdentityMat_00679dd0	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x0046bd20	ZeroDwords3_00679eb0	HYP__ZeroDwords3_00679eb0	31	0x0046bd20	0x0046bd3e	06a3fb9e764834b871bba497f462684f1fdb41c68f62dd7697d4a3ba7f2697cf	4	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	ZeroDwords3_00679eb0	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x0046bd40	InitIdentityMat_00679e80	HYP__InitIdentityMat_00679e80	195	0x0046bd40	0x0046be02	b93568c17ef90a3902539a0fe555087403c3439642b6a823650fd7cb9aacfdf6	36	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	InitIdentityMat_00679e80	COVERED	HIGH_STATIC	local-lab/ghidra-zero-identity539-static-20260809-v1/contracts.tsv	8c94adff3340ada59dadbd122607288b8aeb2cb596577dd0d8bac98c144a44c1
0x0046be10	con_map	HYP__con_map	105	0x0046be10	0x0046be78	d3f0d92aaecdf6b9e8c19b8cd96e8eafb12b22034ca3a7c47fe5cb2be7e86bed	28	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_map	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046be80	con_resetmemsizes	HYP__con_resetmemsizes	22	0x0046be80	0x0046be95	4583f3f90cff6c94ddc8c8b23413e6afa887f75abdb612ee98834f7b776f02d1	9	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_resetmemsizes	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046bea0	con_dumptextures	HYP__con_dumptextures	42	0x0046bea0	0x0046bec9	06d641dd044cb6d8afbf0e38b9397a3ac16300c6ba1a11d4e3f5df89dbf0ddc3	10	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_dumptextures	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046bed0	con_dumptimerecords	HYP__con_dumptimerecords	19	0x0046bed0	0x0046bee2	50394116ec8890d21d9b242ba00143af101f4fba609908b849a427c8d6d29b09	5	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_dumptimerecords	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046bef0	con_remotecameraon	HYP__con_remotecameraon	319	0x0046bef0	0x0046c02e	b516e6482f77af4ac312a371732f14cb3e074ab8dca0aa116d81fe46416e4d74	96	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_remotecameraon	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046c030	CThingCamera__scalar_deleting_dtor	HYP__CThingCamera__scalar_deleting_dtor	32	0x0046c030	0x0046c04f	b9c2ffc54b3b99376ab1d2b2e228f30dfaf8c07b5133e9940f0b5fdabfd09755	11	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CThingCamera__scalar_deleting_dtor	COVERED	HIGH_STATIC	local-lab/ghidra-cinematic-camera101-static-20260810-v1/contracts.tsv	e7b6f8e7637d629dc972748cf4ed686fdb19862bd65616488f74e3e84cf8985b
0x0046c050	CThingCamera__dtor_base	HYP__CThingCamera__dtor_base	84	0x0046c050	0x0046c0a3	ad85aaa0fe48c186e210ebd52bb3f1d6c6bdf9eb379b6e671836d065cbe3604c	26	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	CThingCamera__dtor_base	COVERED	HIGH_STATIC	local-lab/ghidra-cinematic-camera101-static-20260810-v1/contracts.tsv	e7b6f8e7637d629dc972748cf4ed686fdb19862bd65616488f74e3e84cf8985b
0x0046c0b0	con_remotecameraoff	HYP__con_remotecameraoff	109	0x0046c0b0	0x0046c11c	d5ad748dfab206260fe30bb3f0179ff6a138ff241b029c24d79875a0ae030c46	30	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_remotecameraoff	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046c120	con_navmapon	HYP__con_navmapon	37	0x0046c120	0x0046c144	8c58e347b143119ad4b65cbf25dba8a180c8b60b1d27ea0c7033ee04c6dcde87	9	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_navmapon	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046c150	con_navmapoff	HYP__con_navmapoff	37	0x0046c150	0x0046c174	04e9ab08cb21aa3fc0ab68cdbb7e8d3c0a79cb044222045b75325ce07bbcc25a	9	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_navmapoff	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
0x0046c180	con_win	HYP__con_win	114	0x0046c180	0x0046c1f1	360dae4ffe37aad6b4773ab02aff49e85f3750706dbe053b892aa5954c0a4191	31	OPAQUE	C1_CANDIDATE_PARTIAL	SEALED_STATIC_RECEIPT	1	con_win	DARK	MEDIUM_STATIC	local-lab/ghidra-data-codec-vm108-static-20260810-v1/contracts.tsv	93db045a3dfb81652eb5bf1e47d4f3e3fc77646cca31ee2a3569cd565e947ebe
