address	expected_name	actual_name	status
0x005994c4	CDXTexture__Helper_005994c4	CDXTexture__Helper_005994c4	OK
0x00599831	CTexture__Helper_00599831	CTexture__Helper_00599831	OK
0x0059b4d0	CTexture__Helper_0059b4d0	CTexture__Helper_0059b4d0	OK
0x0059b880	CTexture__Helper_0059b880	CTexture__Helper_0059b880	OK
0x0059dad9	CTexture__Helper_0059dad9	CTexture__Helper_0059dad9	OK
0x0059dbbb	CTexture__Helper_0059dbbb	CTexture__Helper_0059dbbb	OK
0x0059dd5c	CTexture__Helper_0059dd5c	CTexture__Helper_0059dd5c	OK
0x0059ebf0	CTexture__Helper_0059ebf0	CTexture__Helper_0059ebf0	OK
0x0059ef60	CDXTexture__Helper_0059ef60	CDXTexture__Helper_0059ef60	OK
0x0059f050	CDXTexture__Helper_0059f050	CDXTexture__Helper_0059f050	OK
0x0059f110	CDXTexture__Helper_0059f110	CDXTexture__Helper_0059f110	OK
0x0059f5b3	CTexture__Helper_0059f5b3	CTexture__Helper_0059f5b3	OK
0x005a0b22	CTexture__Helper_005a0b22	CTexture__Helper_005a0b22	OK
0x005a0df6	CTexture__Helper_005a0df6	CTexture__Helper_005a0df6	OK
0x005a0eb6	CTexture__Helper_005a0eb6	CTexture__Helper_005a0eb6	OK
0x005a0f50	CTexture__Helper_005a0f50	CTexture__Helper_005a0f50	OK
0x005a1002	CTexture__Helper_005a1002	CTexture__Helper_005a1002	OK
0x005a1087	CTexture__Helper_005a1087	CTexture__Helper_005a1087	OK
0x005a1279	CTexture__Helper_005a1279	CTexture__Helper_005a1279	OK
0x005a1a8e	CTexture__Helper_005a1a8e	CTexture__Helper_005a1a8e	OK
0x005a266d	CTexture__Helper_005a266d	CTexture__Helper_005a266d	OK
0x005a298f	CTexture__Helper_005a298f	CTexture__Helper_005a298f	OK
0x005a2b2d	CTexture__Helper_005a2b2d	CTexture__Helper_005a2b2d	OK
0x005a2e29	CTexture__Helper_005a2e29	CTexture__Helper_005a2e29	OK
0x005b3840	CTexture__Helper_005b3840	CTexture__Helper_005b3840	OK
0x005b61e0	CDXTexture__Helper_005b61e0	CDXTexture__Helper_005b61e0	OK
0x005b7580	CDXTexture__Helper_005b7580	CDXTexture__Helper_005b7580	OK
0x005b7770	CTexture__Helper_005b7770	CTexture__Helper_005b7770	OK
0x005b83b9	CDXTexture__Helper_005b83b9	CDXTexture__Helper_005b83b9	OK
0x005b85c0	CMeshCollisionVolume__Helper_005b85c0	CMeshCollisionVolume__Helper_005b85c0	OK
0x005bcfa0	CDXTexture__Helper_005bcfa0	CDXTexture__Helper_005bcfa0	OK
0x005bcfd3	CDXTexture__Helper_005bcfd3	CDXTexture__Helper_005bcfd3	OK
0x005bda2d	CDXTexture__Helper_005bda2d	CDXTexture__Helper_005bda2d	OK
0x005d0e88	CDXTexture__Helper_005d0e88	CDXTexture__Helper_005d0e88	OK
0x005d0eb8	CTexture__Helper_005d0eb8	CTexture__Helper_005d0eb8	OK
