address	name	xref_count	owners	top_counts	unambiguous_non_cfastvb	inferred_owner
0x0055db0a	CFastVB__Unk_0055db0a	49	<no_function>,CAnimal,CBattleEngine,CCockpit,CDXEngine,CDXLandscape,CDXMeshVB,CDXPatchManager,CDXSurf,CDebris,CEscapePod,CEventManager,CFEPDebriefing,CFEPMultiplayerStart,CFastVB,CFastVB_Unk_0055db0a,CFeature,CInfluenceMap,CLandscapeIB,CMapWho,CMesh,CMissile,CMixerMap,CParticleManager,CRenderQueue,CRocket,CShell,CStaticShadows,CUnit,CWeapon,Unwind@005d24b0,Unwind@005d58a8,Unwind@005d58e8,Unwind@005d7bf8,Unwind@005d7c28,VFuncSlot_00_00449890	<no_function>:8;CEventManager:2;CMixerMap:2;CDXLandscape:2;CRocket:2;CRenderQueue:2;CDXMeshVB:2;CFastVB_Unk_0055db0a:1	false
0x0055f6bb	CFastVB__Unk_0055f6bb	12	EnumerateSaveFiles_1,EnumerateSaveFiles_2,EnumerateSaveFiles_Main	EnumerateSaveFiles_1:4;EnumerateSaveFiles_Main:4;EnumerateSaveFiles_2:4	false
0x0055fe26	CFastVB__Unk_0055fe26	7	CD3DApplication,CDXEngine,CDXTexture,fclose,fprintf,fread,fwrite	fclose:1;fprintf:1;fwrite:1;fread:1;CD3DApplication:1;CDXEngine:1;CDXTexture:1	false
0x0055fe55	CFastVB__Unk_0055fe55	3	CDXTexture,CFastVB,CTexture	CDXTexture:1;CFastVB:1;CTexture:1	false
0x00560e28	CFastVB__Unk_00560e28	1		:1	false
0x00560e89	CFastVB__Unk_00560e89	2	CFastVB	CFastVB:2	false
0x00560f4b	CFastVB__Unk_00560f4b	1		:1	false
0x00560fa0	CFastVB__Unk_00560fa0	2	CFastVB	CFastVB:2	false
0x00561047	CFastVB__Unk_00561047	1		:1	false
0x00561834	CFastVB__Unk_00561834	6	CDXTexture,CFastVB,fprintf,sprintf,vsprintf	CDXTexture:2;sprintf:1;vsprintf:1;fprintf:1;CFastVB:1	false
0x00561f75	CFastVB__Unk_00561f75	4	CFastVB	CFastVB:4	false
0x00561faa	CFastVB__Unk_00561faa	3	CFastVB	CFastVB:3	false
0x00561fdb	CFastVB__Unk_00561fdb	3	CFastVB	CFastVB:3	false
0x00562b3e	CFastVB__Unk_00562b3e	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x00562c76	CFastVB__Unk_00562c76	11	CDXTexture,CTexture	CTexture:8;CDXTexture:3	false
0x00563951	CFastVB__Unk_00563951	30	CDXTexture,CFastVB,CTexture	CFastVB:19;CTexture:6;CDXTexture:5	false
0x00566104	CFastVB__Unk_00566104	5	CDXTexture	CDXTexture:4;:1	true	CDXTexture
0x0056a05b	CFastVB__Unk_0056a05b	8	CTexture	CTexture:8	true	CTexture
0x0056a089	CFastVB__Unk_0056a089	18	CDXTexture,CTexture	CTexture:15;CDXTexture:3	false
0x0056bba5	CFastVB__Unk_0056bba5	2	<no_function>,CFastVB	<no_function>:1;CFastVB:1	false
0x0056bca7	CFastVB__Unk_0056bca7	1	<no_function>	<no_function>:1	false
0x0056c998	CFastVB__Unk_0056c998	2	CDXTexture	:1;CDXTexture:1	true	CDXTexture
0x0056eb70	CFastVB__Unk_0056eb70	3	CDXMeshVB,CLandscapeIB	CDXMeshVB:2;CLandscapeIB:1	false
0x0056eb80	CFastVB__Unk_0056eb80	3	CDXMeshVB,CLandscapeIB	CDXMeshVB:2;CLandscapeIB:1	false
0x0056eb90	CFastVB__Unk_0056eb90	3	CDXMeshVB,CLandscapeIB	CDXMeshVB:2;CLandscapeIB:1	false
0x0056f260	CFastVB__Unk_0056f260	23	CFastVB,CTexture,Unwind@005d7e70,Unwind@005d7e78,Unwind@005d7e80,Unwind@005d7e90,Unwind@005d7ec0,Unwind@005d7ec8,Unwind@005d7ed0,Unwind@005d7ed8,Unwind@005d7ef0,Unwind@005d7f10,Unwind@005d7f18,Unwind@005d7f20,Unwind@005d7f40,Unwind@005d7f53	CFastVB:8;Unwind@005d7e70:1;Unwind@005d7e78:1;Unwind@005d7e80:1;Unwind@005d7e90:1;Unwind@005d7ec0:1;Unwind@005d7ec8:1;Unwind@005d7ed0:1	false
0x0056f520	CFastVB__Unk_0056f520	2	CFastVB,Unwind@005d7e88	Unwind@005d7e88:1;CFastVB:1	false
0x00573310	CFastVB__Unk_00573310	11	CFastVB,CTexture	CFastVB:9;CTexture:2	false
0x00573ff0	CFastVB__Unk_00573ff0	9	CFastVB,CTexture	CFastVB:6;CTexture:3	false
0x00574270	CFastVB__Unk_00574270	8	CDXTexture,CFastVB,CMeshCollisionVolume	CMeshCollisionVolume:5;CFastVB:2;CDXTexture:1	false
0x00574296	CFastVB__Unk_00574296	2	CFastVB,CMeshCollisionVolume	CFastVB:1;CMeshCollisionVolume:1	false
0x0057437a	CFastVB__Unk_0057437a	2	CFastVB	CFastVB:2	false
0x00574476	CFastVB__Unk_00574476	2	CDXTexture,CFastVB	CFastVB:1;CDXTexture:1	false
0x0057516c	CFastVB__Unk_0057516c	1	CDXTexture	CDXTexture:1	true	CDXTexture
0x00575986	CFastVB__Unk_00575986	13	<no_function>,CDXTexture,CFastVB,CTexture	<no_function>:6;CDXTexture:4;CTexture:2;CFastVB:1	false
0x005759b6	CFastVB__Unk_005759b6	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x005759c9	CFastVB__Unk_005759c9	2	<no_function>	<no_function>:2	false
0x00575a58	CFastVB__Unk_00575a58	3	<no_function>,CFastVB	CFastVB:2;<no_function>:1	false
0x00575a65	CFastVB__Unk_00575a65	3	CDXTexture,CFastVB	CDXTexture:2;CFastVB:1	false
0x00575cae	CFastVB__Unk_00575cae	2	<no_function>,CFastVB	CFastVB:1;<no_function>:1	false
0x00575dc9	CFastVB__Unk_00575dc9	1	<no_function>	<no_function>:1	false
0x0057600b	CFastVB__Unk_0057600b	7	CVBufTexture,CVertexShader	CVBufTexture:5;CVertexShader:2	false
0x0057609c	CFastVB__Unk_0057609c	1	CFastVB	CFastVB:1	false
0x00576154	CFastVB__Unk_00576154	3	<no_function>,CFastVB	CFastVB:2;<no_function>:1	false
0x00576161	CFastVB__Unk_00576154	8	CDXEngine,CDXTexture,CFastVB,CTexture	CDXEngine:4;CFastVB:2;CDXTexture:1;CTexture:1	false
0x00576698	CFastVB__Unk_00576698	2	CFastVB,CVertexShader	CVertexShader:1;CFastVB:1	false
0x0057674a	CFastVB__Unk_0057674a	1	CFastVB	CFastVB:1	false
0x005768f1	CFastVB__Unk_005768f1	2	CFastVB	CFastVB:2	false
0x005768fe	CFastVB__Unk_005768fe	34	CAtmosphericsProfile,CDXEngine,CDXTexture,CFastVB,CTexture,CVBufTexture,CVertexShader	CVertexShader:9;CTexture:9;CFastVB:5;CDXTexture:5;CDXEngine:3;CVBufTexture:2;CAtmosphericsProfile:1	false
0x00576b3a	CFastVB__Unk_00576b3a	2	CFastVB	CFastVB:2	false
0x00576b47	CFastVB__Unk_00576b3a	11	CAtmosphericsProfile,CTexture,CVBufTexture,CVertexShader	CVertexShader:6;CTexture:2;CAtmosphericsProfile:2;CVBufTexture:1	false
0x00576dfd	CFastVB__Unk_00576dfd	2	CFastVB	CFastVB:2	false
0x00576e0a	CFastVB__Unk_00576e0a	11	CDXEngine,CFastVB,CTexture,CVertexShader	CVertexShader:6;CDXEngine:3;CFastVB:1;CTexture:1	false
0x005771af	CFastVB__Unk_005771af	2	<no_function>,CFastVB	<no_function>:1;CFastVB:1	false
0x005775b0	CFastVB__Unk_005775b0	2	CFastVB	CFastVB:2	false
0x005775bd	CFastVB__Unk_005775bd	4	CFastVB,CTexture	CTexture:3;CFastVB:1	false
0x005776d3	CFastVB__Unk_005776d3	2	<no_function>,CFastVB	CFastVB:1;<no_function>:1	false
0x005776e4	CFastVB__Unk_005776e4	2	<no_function>,CFastVB	<no_function>:1;CFastVB:1	false
0x0057770b	CFastVB__Unk_0057770b	1	<no_function>	<no_function>:1	false
0x0057798e	CFastVB__Unk_0057798e	2	<no_function>,CFastVB	<no_function>:1;CFastVB:1	false
0x005779ae	CFastVB__Unk_005779ae	1	<no_function>	<no_function>:1	false
0x00577a0a	CFastVB__Unk_00577a0a	3	<no_function>,CFastVB,CTexture	CTexture:1;CFastVB:1;<no_function>:1	false
0x005784a9	CFastVB__Unk_005784a9	1	CFastVB	CFastVB:1	false
0x00578555	CFastVB__Unk_00578555	3	<no_function>,CFastVB	CFastVB:2;<no_function>:1	false
0x00578f53	CFastVB__Unk_00578f53	1	<no_function>	<no_function>:1	false
0x00579184	CFastVB__Unk_00579184	1	<no_function>	<no_function>:1	false
0x00579cbe	CFastVB__Unk_00579cbe	6	CDXTexture,CFastVB,CTexture	CFastVB:3;CDXTexture:2;CTexture:1	false
0x0057e200	CFastVB__Unk_0057e200	1	CFastVB	CFastVB:1	false
0x0057e2de	CFastVB__Unk_0057e2de	1	CFastVB	CFastVB:1	false
0x0057fa5c	CFastVB__Unk_0057fa5c	1	CFastVB	CFastVB:1	false
0x00580120	CFastVB__Unk_00580120	1	CFastVB	CFastVB:1	false
0x0058070e	CFastVB__Unk_0058070e	3	CFastVB,CMeshCollisionVolume,CTexture	CTexture:1;CFastVB:1;CMeshCollisionVolume:1	false
0x0058083d	CFastVB__Unk_0058083d	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x00580850	CFastVB__Unk_00580850	3	CFastVB	CFastVB:3	false
0x0058092d	CFastVB__Unk_0058092d	2	CFastVB	CFastVB:2	false
0x005809de	CFastVB__Unk_005809de	2	CFastVB	CFastVB:2	false
0x00580a00	CFastVB__Unk_0058092d	3	CDXTexture,CTexture	CTexture:2;CDXTexture:1	false
0x00580a05	CFastVB__Unk_00580a05	4	CDXTexture,CFastVB,CTexture	CTexture:2;CDXTexture:1;CFastVB:1	false
0x00580eef	CFastVB__Unk_005809de	2	CFastVB	CFastVB:2	false
0x00581e8c	CFastVB__Unk_00581e8c	42	CDXTexture,CFastVB,CTexture	CDXTexture:15;CTexture:14;CFastVB:13	false
0x0058210e	CFastVB__Unk_0058210e	41	<no_function>,CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CFastVB:17;CTexture:11;CDXTexture:9;<no_function>:3;CMeshCollisionVolume:1	false
0x00582244	CFastVB__Unk_00582244	1	<no_function>	<no_function>:1	false
0x00582355	CFastVB__Unk_00582355	1	<no_function>	<no_function>:1	false
0x0058249e	CFastVB__Unk_0058249e	1	<no_function>	<no_function>:1	false
0x005825c3	CFastVB__Unk_005825c3	1	<no_function>	<no_function>:1	false
0x005826e8	CFastVB__Unk_005826e8	1	<no_function>	<no_function>:1	false
0x0058280d	CFastVB__Unk_0058280d	1	<no_function>	<no_function>:1	false
0x00582950	CFastVB__Unk_00582950	1	<no_function>	<no_function>:1	false
0x00583891	CFastVB__Unk_00583891	1	<no_function>	<no_function>:1	false
0x00583979	CFastVB__Unk_00583979	1	<no_function>	<no_function>:1	false
0x00584144	CFastVB__Unk_00584144	1	<no_function>	<no_function>:1	false
0x0058423f	CFastVB__Unk_0058423f	1	<no_function>	<no_function>:1	false
0x0058439e	CFastVB__Unk_0058439e	1	<no_function>	<no_function>:1	false
0x00584d78	CFastVB__Unk_00584d78	1	<no_function>	<no_function>:1	false
0x00584e32	CFastVB__Unk_00584e32	1	<no_function>	<no_function>:1	false
0x00584ee9	CFastVB__Unk_00584ee9	1	<no_function>	<no_function>:1	false
0x00584fae	CFastVB__Unk_00584fae	1	<no_function>	<no_function>:1	false
0x00585072	CFastVB__Unk_00585072	1	<no_function>	<no_function>:1	false
0x00585161	CFastVB__Unk_00585161	1	<no_function>	<no_function>:1	false
0x00585220	CFastVB__Unk_00585220	1	<no_function>	<no_function>:1	false
0x005852d5	CFastVB__Unk_005852d5	1	<no_function>	<no_function>:1	false
0x00585380	CFastVB__Unk_00585380	1	<no_function>	<no_function>:1	false
0x00585908	CFastVB__Unk_00585908	1	CFastVB	CFastVB:1	false
0x00585924	CFastVB__Unk_00585924	1	CFastVB	CFastVB:1	false
0x005859bc	CFastVB__Unk_005859bc	1	CFastVB	CFastVB:1	false
0x005859d8	CFastVB__Unk_005859d8	1	<no_function>	<no_function>:1	false
0x00585a7b	CFastVB__Unk_00585a7b	1	<no_function>	<no_function>:1	false
0x00585b35	CFastVB__Unk_00585b35	1	<no_function>	<no_function>:1	false
0x00585bef	CFastVB__Unk_00585bef	1	CFastVB	CFastVB:1	false
0x00585c0b	CFastVB__Unk_00585c0b	2	<no_function>	<no_function>:2	false
0x00585c94	CFastVB__Unk_00585c94	1	CFastVB	CFastVB:1	false
0x00585fa3	CFastVB__Unk_00585fa3	1	<no_function>	<no_function>:1	false
0x0058617c	CFastVB__Unk_0058617c	1	CFastVB	CFastVB:1	false
0x005862e9	CFastVB__Unk_005862e9	1	CFastVB	CFastVB:1	false
0x0058669a	CFastVB__Unk_0058669a	1	CFastVB	CFastVB:1	false
0x005866b6	CFastVB__Unk_005866b6	1	CFastVB	CFastVB:1	false
0x005866d2	CFastVB__Unk_005866d2	1	<no_function>	<no_function>:1	false
0x0058675f	CFastVB__Unk_0058675f	1	CFastVB	CFastVB:1	false
0x005868d1	CFastVB__Unk_005868d1	1	<no_function>	<no_function>:1	false
0x00586994	CFastVB__Unk_00586994	1	CFastVB	CFastVB:1	false
0x00586bb7	CFastVB__Unk_00586bb7	2	CFastVB	CFastVB:2	false
0x00586ec7	CFastVB__Unk_00586ec7	1	CFastVB	CFastVB:1	false
0x0058735a	CFastVB__Unk_0058735a	5	<no_function>	<no_function>:5	false
0x005873f8	CFastVB__Unk_005873f8	5	<no_function>	<no_function>:5	false
0x00587daf	CFastVB__Unk_00587daf	1	<no_function>	<no_function>:1	false
0x00587dee	CFastVB__Unk_00587dee	1	CFastVB	CFastVB:1	false
0x00587e06	CFastVB__Unk_00587e06	1	CFastVB	CFastVB:1	false
0x00587e66	CFastVB__Unk_00587e66	6	<no_function>	<no_function>:6	false
0x00587e82	CFastVB__Unk_00587e82	2	CFastVB	CFastVB:2	false
0x005888bc	CFastVB__Unk_005888bc	1	<no_function>	<no_function>:1	false
0x0058926b	CFastVB__Unk_0058926b	61	<no_function>,CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CFastVB:17;CTexture:16;<no_function>:14;CDXTexture:13;CMeshCollisionVolume:1	false
0x00589367	CFastVB__Unk_00589367	2	CDXTexture,CFastVB	CDXTexture:1;CFastVB:1	false
0x00589689	CFastVB__Unk_00589689	2	CFastVB,CTexture	CTexture:1;CFastVB:1	false
0x0058a58d	CFastVB__Unk_0058a58d	5	CTexture	CTexture:5	true	CTexture
0x0058c893	CFastVB__Unk_0058c893	62	CDXTexture,CFastVB,CMeshCollisionVolume,CTexture	CTexture:57;CFastVB:2;CMeshCollisionVolume:2;CDXTexture:1	false
0x0058d6b4	CFastVB__Unk_0058d6b4	2	CTexture	CTexture:2	true	CTexture
0x00591050	CFastVB__Unk_0059c610	2	CDXTexture,CMeshCollisionVolume	CMeshCollisionVolume:1;CDXTexture:1	false
0x005913b0	CFastVB__Unk_005913b0	1	<no_function>	<no_function>:1	false
0x00591720	CFastVB__Unk_00591720	1	<no_function>	<no_function>:1	false
0x00592530	CFastVB__Unk_00592530	1	<no_function>	<no_function>:1	false
0x00592b00	CFastVB__Unk_00592b00	1	CFastVB	CFastVB:1	false
0x00592c50	CFastVB__Unk_00592c50	2	CDXTexture,CMeshCollisionVolume	CMeshCollisionVolume:1;CDXTexture:1	false
0x00593861	CFastVB__Unk_00593861	1	CDXTexture	CDXTexture:1	true	CDXTexture
0x00593890	CFastVB__Unk_00593890	1	CDXTexture	CDXTexture:1	true	CDXTexture
0x005942da	CFastVB__Unk_005942da	1	CDXTexture	CDXTexture:1	true	CDXTexture
0x00595079	CFastVB__Unk_00595079	6	CDXTexture,CMeshCollisionVolume	CDXTexture:5;CMeshCollisionVolume:1	false
0x00595820	CFastVB__Unk_00595820	4	CTexture	CTexture:4	true	CTexture
0x005960c1	CFastVB__Unk_005960c1	5	CFastVB	CFastVB:5	false
0x00596589	CFastVB__Unk_00596589	1	CFastVB	CFastVB:1	false
0x005968a4	CFastVB__Unk_005968a4	1	CFastVB	CFastVB:1	false
0x00596e23	CFastVB__Unk_00596e23	3	CFastVB,CTexture	CFastVB:2;CTexture:1	false
0x00597a61	CFastVB__Unk_00597a61	2	CFastVB,CTexture	CTexture:1;CFastVB:1	false
0x00597b87	CFastVB__Unk_00597b87	2	CFastVB,CTexture	CTexture:1;CFastVB:1	false
0x00598474	CFastVB__Unk_00598474	1	CFastVB	CFastVB:1	false
0x005987f4	CFastVB__Unk_005987f4	4	CFastVB,CTexture	CTexture:3;CFastVB:1	false
0x00598873	CFastVB__Unk_00598873	1	<no_function>	<no_function>:1	false
0x005988f5	CFastVB__Unk_005988f5	1	<no_function>	<no_function>:1	false
0x00598a56	CFastVB__Unk_00598a56	5	<no_function>,CFastVB	CFastVB:4;<no_function>:1	false
0x00598b48	CFastVB__Unk_00598b48	2	<no_function>,CFastVB	CFastVB:1;<no_function>:1	false
0x00598b81	CFastVB__Unk_00598b81	1	CFastVB	CFastVB:1	false
0x00598d6b	CFastVB__Unk_00598d6b	1	<no_function>	<no_function>:1	false
0x00598f60	CFastVB__Unk_00598f60	1	<no_function>	<no_function>:1	false
0x00598f82	CFastVB__Unk_00598f82	1	<no_function>	<no_function>:1	false
0x00598fa4	CFastVB__Unk_00598fa4	1	<no_function>	<no_function>:1	false
0x00599258	CFastVB__Unk_00599258	4	CDXTexture,CFastVB,CTexture	CFastVB:2;CDXTexture:1;CTexture:1	false
0x005997a5	CFastVB__Unk_005997a5	1	CFastVB	CFastVB:1	false
0x00599878	CFastVB__Unk_00599878	1	<no_function>	<no_function>:1	false
0x00599b13	CFastVB__Unk_00599b13	4	CDXTexture,CFastVB	CFastVB:2;CDXTexture:2	false
0x00599b69	CFastVB__Unk_00599b69	2	CFastVB	CFastVB:2	false
0x0059a21f	CFastVB__Unk_0059a21f	3	CFastVB	CFastVB:3	false
0x0059a54d	CFastVB__Unk_0059a54d	1	CFastVB	CFastVB:1	false
0x0059a71a	CFastVB__Unk_0059a71a	2	CDXTexture,CTexture	CDXTexture:1;CTexture:1	false
0x0059c610	CFastVB__Unk_0059c610	2	CFastVB	CFastVB:2	false
0x0059c630	CFastVB__Unk_0059c630	2	CTexture	CTexture:2	true	CTexture
0x0059c650	CFastVB__Unk_0059c650	5	<no_function>,CFastVB,CTexture	<no_function>:3;CFastVB:1;CTexture:1	false
0x0059c700	CFastVB__Unk_0059c700	1	<no_function>	<no_function>:1	false
0x0059f6dd	CFastVB__Unk_0059f6dd	14	CFastVB,CTexture	CFastVB:13;CTexture:1	false
0x005a2a61	CFastVB__Unk_005a2a61	8	CFastVB	CFastVB:8	false
0x005a38c0	CFastVB__Unk_005a38c0	1	CFastVB	CFastVB:1	false
0x005a47f2	CFastVB__Unk_005a47f2	1	CFastVB	CFastVB:1	false
0x005a7617	CFastVB__Unk_005a7617	1	CFastVB	CFastVB:1	false
0x005a7cf0	CFastVB__Unk_005a7cf0	1	CFastVB	CFastVB:1	false
0x005a7e09	CFastVB__Unk_005a7e09	1	CFastVB	CFastVB:1	false
0x005aa0cc	CFastVB__Unk_005aa0cc	1	CFastVB	CFastVB:1	false
0x005aa2f2	CFastVB__Unk_005aa2f2	1	CFastVB	CFastVB:1	false
0x005ad590	CFastVB__Unk_005ad590	4	<no_function>	<no_function>:4	false
0x005b1db0	CFastVB__Unk_005b1db0	4	CDXTexture,CTexture	CDXTexture:3;CTexture:1	false
0x005b3440	CFastVB__Unk_005b3440	1	<no_function>	<no_function>:1	false
0x005b35b0	CFastVB__Unk_005b35b0	1	<no_function>	<no_function>:1	false
0x005b86c0	CFastVB__Unk_005b86c0	6	CFastVB	CFastVB:6	false
0x005b8ca0	CFastVB__Unk_005b8ca0	14	<no_function>,CFastVB	CFastVB:7;<no_function>:7	false
0x005bda5e	CFastVB__Unk_005bda5e	7	CDXTexture,CTexture	CDXTexture:4;CTexture:3	false
0x005be628	CFastVB__Unk_005be628	21	<no_function>,CD3DApplication,CDXFrontEndVideo,CDXLandscape,CDXShadows,CDXTexture,CEngine,CVBufTexture,CVertexShader	CVBufTexture:6;CEngine:3;<no_function>:3;CD3DApplication:2;CDXLandscape:2;CDXTexture:2;CVertexShader:1;CDXShadows:1	false
