address	name	calls	clues	lines
0x004f7940	CDXBattleLine__Helper_004f7940	CDXBattleLine__Helper_004f7660		42
0x004fd760	CVBufTexture__Helper_004fd760	CUnit__Helper_0050a290		35
0x00506010	CGeneralVolume__Helper_00506010	CEngine__ResolvePresetByPercentBucketFallback, CEngine__SpawnProjectileBurstFromCurrentPreset, CEventManager__AddEvent_AtTime, CMonitor__PlayRandomSampleFromChain, CSPtrSet__First	CEventManager__AddEvent_AtTime	104
0x00512cc0	CDXLandscape__Helper_00512cc0			45
0x00527c50	CFrontEnd__Helper_00527c50	CController__RelinquishControl		22
0x00527d20	CDXLandscape__Helper_00527d20	CConsole__Printf, CEngine__DeviceCall118_WithZeroOut		40
0x0053b470	CDXBattleLine__Helper_0053b470	CDXEngine__ApplyPendingRenderState, CDXTexture__GetAnimatedFrame, CEngine__SetRenderStateCached, CVBuffer__SetStreamSource, CVBuffer__Unlock, D3DStateCache__SetStateCached, RenderState_Set		41
0x0053f040	CVBufTexture__Helper_0053f040	D3DStateCache__ForceSlotMode4or5, D3DStateCache__SetStateCached		16
0x00544770	CDXLandscape__Helper_00544770	CDXLandscape__Helper_0055db0a, OID__FreeObject	OID__FreeObject	27
0x005447d0	CDXLandscape__Helper_005447d0	OID__FreeObject	OID__FreeObject	12
0x0055db0a	CDXLandscape__Helper_0055db0a	CRT__EhVectorDestructorIterator_IfNoException		29
0x0055e2a6	CSoundManager__Helper_0055e2a6	CRT__ParseDecimalIntA		12
0x0055f347	Platform__Helper_0055f347	CRT__SetErrnoAndDosErrnoFromWinError_00567a35		25
0x0056eb50	CDXMeshVB__Helper_0056eb50			12
0x0056eb60	CDXMeshVB__Helper_0056eb60			12
0x0056eb70	CDXMeshVB__Helper_0056eb70			12
0x0056eb80	CDXMeshVB__Helper_0056eb80			12
0x0056eb90	CDXMeshVB__Helper_0056eb90	CFastVB__BuildStripBatchesFromIndexBuffer, CFastVB__CopyWordRangeToBufferAndAdvanceEnd, CFastVB__CountWordElements, CFastVB__EmitTriangleStripIndexBuffer, CFastVB__HasDuplicateTriangleIndices32, CFastVB__InitWordSpanHeader, CFastVB__InsertWordSpanFilled, CFastVB__ReleaseBufferAndResetTriplet_0056f520, OID__AllocObject_DefaultTag_00662b2c, OID__FreeObject_Callback	OID__FreeObject	325
0x00574645	Platform__Helper_00574645	CDXTexture__LoadAndUploadMappedTexture_0057457a		13
0x0057511b	Platform__Helper_0057511b	CDXTexture__CloseHandleIfValid, CDXTexture__DecodeMemoryAndUploadWithRect, CDXTexture__InitMappedFileContext, CDXTexture__OpenMappedFileReadOnly		29
0x0057600b	CVBufTexture__Helper_0057600b			16
