stable_key	source_file	source_line	function	signature	source_commit	target_branch	source_anchor	source_excerpt	source_algorithm	fields_constants	source_side_effects	initial_readiness	retail_classification	retail_va	retail_analog	retail_evidence	retail_reason	retail_falsifier	rebuild_disposition	rebuild_owner	reuse_disposition	predecessor_artifacts
engine.h:83:CEngine::ShutdownRestartLoop:ShutdownRestartLoop()	engine.h	83	CEngine::ShutdownRestartLoop	ShutdownRestartLoop()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	void ShutdownRestartLoop() {}	void ShutdownRestartLoop() {}	Perform no operation and return no value.	none explicit	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:116:CEngine::GetDefaultMesh:*GetDefaultMesh()	engine.h	116	CEngine::GetDefaultMesh	*GetDefaultMesh()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CMESH		*GetDefaultMesh()		{mDefaultMesh->AddRef(); return mDefaultMesh;};"	"CMESH		*GetDefaultMesh()		{mDefaultMesh->AddRef(); return mDefaultMesh;};"	Return the source expression `mDefaultMesh`.	mDefaultMesh	May call the delegated object shown in the source excerpt; no other mutation is claimed.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:117:CEngine::GetGlobalMesh:*GetGlobalMesh(SINT num)	engine.h	117	CEngine::GetGlobalMesh	*GetGlobalMesh(SINT num)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CMESH		*GetGlobalMesh(SINT num){mGlobalMeshes[num]->AddRef(); return mGlobalMeshes[num];};"	"CMESH		*GetGlobalMesh(SINT num){mGlobalMeshes[num]->AddRef(); return mGlobalMeshes[num];};"	Return the source expression `mGlobalMeshes[num]`.	mGlobalMeshes	May call the delegated object shown in the source excerpt; no other mutation is claimed.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:119:CEngine::GetCamera:*GetCamera()	engine.h	119	CEngine::GetCamera	*GetCamera()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CCamera		*GetCamera()			{ /*ASSERT(mCamera[mCurrentViewpoint]);*/ return mCamera[mCurrentViewpoint];	}"	"CCamera		*GetCamera()			{ /*ASSERT(mCamera[mCurrentViewpoint]);*/ return mCamera[mCurrentViewpoint];	}"	Return the source expression `mCamera[mCurrentViewpoint]`.	mCamera;mCurrentViewpoint	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:120:CEngine::SetCamera:SetCamera(CCamera *c)	engine.h	120	CEngine::SetCamera	SetCamera(CCamera *c)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"void		SetCamera(CCamera *c)	{ mCamera[mCurrentViewpoint] = c;}  // JCL - sorry!"	"void		SetCamera(CCamera *c)	{ mCamera[mCurrentViewpoint] = c;}  // JCL - sorry!"	Execute the exact inline state transition `mCamera[mCurrentViewpoint] = c;`.	mCamera;mCurrentViewpoint	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:122:CEngine::ToggleDebugDraw:ToggleDebugDraw(ULONG num)	engine.h	122	CEngine::ToggleDebugDraw	ToggleDebugDraw(ULONG num)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"void				ToggleDebugDraw(ULONG num) { if (mDrawDebugStuff & num) mDrawDebugStuff &=(~num) ; else"	"void				ToggleDebugDraw(ULONG num) { if (mDrawDebugStuff & num) mDrawDebugStuff &=(~num) ; else / mDrawDebugStuff |= num ;}"	Toggle the requested debug-draw bit: clear it when already set, otherwise set it.	mDrawDebugStuff	Mutates only the fields or delegated target shown in the exact source excerpt.	EXTERNAL_PROOF_REQUIRED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:125:CEngine::GetHitEffectTexture:*GetHitEffectTexture()	engine.h	125	CEngine::GetHitEffectTexture	*GetHitEffectTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"class CTEXTURE	*GetHitEffectTexture() { return(mHitEffectTexture); };"	"class CTEXTURE	*GetHitEffectTexture() { return(mHitEffectTexture); };"	Execute the exact source body `return(mHitEffectTexture);`; no behavior beyond this line/signature is inferred.	mHitEffectTexture	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:126:CEngine::GetCloakTexture:*GetCloakTexture()	engine.h	126	CEngine::GetCloakTexture	*GetCloakTexture()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"class CTEXTURE	*GetCloakTexture() { return(mCloakTexture); };"	"class CTEXTURE	*GetCloakTexture() { return(mCloakTexture); };"	Execute the exact source body `return(mCloakTexture);`; no behavior beyond this line/signature is inferred.	mCloakTexture	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:128:CEngine::ToggleParticles:ToggleParticles()	engine.h	128	CEngine::ToggleParticles	ToggleParticles()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"void		ToggleParticles() {mDebugNoParticles = !mDebugNoParticles;};"	"void		ToggleParticles() {mDebugNoParticles = !mDebugNoParticles;};"	Execute the exact inline state transition `mDebugNoParticles = !mDebugNoParticles;`.	mDebugNoParticles	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:129:CEngine::DebugNoParticles:DebugNoParticles()	engine.h	129	CEngine::DebugNoParticles	DebugNoParticles()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"BOOL		DebugNoParticles() {return mDebugNoParticles;};"	"BOOL		DebugNoParticles() {return mDebugNoParticles;};"	Return the source expression `mDebugNoParticles`.	mDebugNoParticles	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:131:CEngine::GetDrawDebugStuff:GetDrawDebugStuff()	engine.h	131	CEngine::GetDrawDebugStuff	GetDrawDebugStuff()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"ULONG		GetDrawDebugStuff() { return mDrawDebugStuff; }"	"ULONG		GetDrawDebugStuff() { return mDrawDebugStuff; }"	Return the source expression `mDrawDebugStuff`.	mDrawDebugStuff	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PORT_CANDIDATE	rebuild/OnslaughtRebuild.Core or rebuild/OnslaughtRebuild.Godot by side-effect boundary	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:135:CEngine::GetNearZ:GetNearZ()	engine.h	135	CEngine::GetNearZ	GetNearZ()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"float		GetNearZ() { return mNearZ; }"	"float		GetNearZ() { return mNearZ; }"	Return the source expression `mNearZ`.	mNearZ	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:136:CEngine::GetFarZ:GetFarZ()	engine.h	136	CEngine::GetFarZ	GetFarZ()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"float		GetFarZ() { return mFarZ; }"	"float		GetFarZ() { return mFarZ; }"	Return the source expression `mFarZ`.	mFarZ	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:137:CEngine::SetNearZ:SetNearZ( const float aNearZ )	engine.h	137	CEngine::SetNearZ	SetNearZ( const float aNearZ )	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"void		SetNearZ( const float aNearZ ) { mNearZ = aNearZ; }"	"void		SetNearZ( const float aNearZ ) { mNearZ = aNearZ; }"	Execute the exact inline state transition `mNearZ = aNearZ;`.	mNearZ	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:138:CEngine::SetFarZ:SetFarZ( const float aFarZ )	engine.h	138	CEngine::SetFarZ	SetFarZ( const float aFarZ )	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"void		SetFarZ( const float aFarZ ) { mFarZ = aFarZ; }"	"void		SetFarZ( const float aFarZ ) { mFarZ = aFarZ; }"	Execute the exact inline state transition `mFarZ = aFarZ;`.	mFarZ	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:140:CEngine::SetCurrentViewport:SetCurrentViewport(CViewport *vp)	engine.h	140	CEngine::SetCurrentViewport	SetCurrentViewport(CViewport *vp)	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"void				SetCurrentViewport(CViewport *vp) { mCurrentViewport=*vp; };"	"void				SetCurrentViewport(CViewport *vp) { mCurrentViewport=*vp; };"	Execute the exact inline state transition `mCurrentViewport=*vp;`.	mCurrentViewport	Mutates only the fields or delegated target shown in the exact source excerpt.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
engine.h:141:CEngine::GetCurrentViewport:GetCurrentViewport()	engine.h	141	CEngine::GetCurrentViewport	GetCurrentViewport()	5352a81cdb838b145a57f7febc5d9fc4b0129ebb	common engine definition selected by the active backend	"CViewport			GetCurrentViewport()		{ return mCurrentViewport; };"	"CViewport			GetCurrentViewport()		{ return mCurrentViewport; };"	Return the source expression `mCurrentViewport`.	mCurrentViewport	Read-only or no-op at this source definition; no source-visible mutation.	SOURCE_ONLY_BOUNDED_NO_MATCH	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.	PARTIAL_LAW_PRESENT	rebuild/OnslaughtRebuild.Core;rebuild/OnslaughtRebuild.Godot	EXTENDED	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv@bc36791975f43d5da6b584727df3eb7d29402e18c550dd3d96e01bba0c301fde;pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases
