address	name	xref_count	owners	top_counts	unambiguous_non_cunitai
0x00447fa0	CUnitAI__Unk_00447fa0	1			false
0x004480c0	CUnitAI__Unk_004480c0	1			false
0x00448110	CUnitAI__Unk_00448110	1			false
0x00448120	CUnitAI__Unk_00448120	1			false
0x004496e0	CUnitAI__Unk_004496e0	4	CCareer,CGame	CCareer:2;CGame:2	false
0x0044a1f0	CUnitAI__Unk_0044a1f0	1	CResourceAccumulator	CResourceAccumulator:1	true
0x0044a2a0	CUnitAI__Unk_0044a2a0	1	CResourceAccumulator	CResourceAccumulator:1	true
0x0044a2c0	CUnitAI__Unk_0044a2c0	1	CResourceAccumulator	CResourceAccumulator:1	true
0x0044a5f0	CUnitAI__Unk_0044a5f0	24	CDXEngine,CDXFrontEnd,CFEPMultiplayerStart,CVBufTexture,CVertexShader	CDXEngine:6;CDXFrontEnd:3;CVertexShader:3;CFEPMultiplayerStart:1;CVBufTexture:1	false
0x0044a650	CUnitAI__Unk_0044a650	3	CDXEngine	CDXEngine:3	true
0x0044a690	CUnitAI__Unk_0044a690	2	CMapWho,CVBufTexture	CMapWho:1;CVBufTexture:1	false
0x0044a6b0	CUnitAI__Unk_0044a6b0	2	con_navmapoff,con_navmapon	con_navmapoff:1;con_navmapon:1	false
0x0044a930	CUnitAI__Unk_0044a930	12	CEngine,CUnit,CVBufTexture,OID	OID:4;CUnit:2;CEngine:1;CVBufTexture:1	false
0x0044c1c0	CUnitAI__Unk_0044c1c0	11	CMesh,CMeshPart	CMesh:6;CMeshPart:5	false
0x0044c720	CUnitAI__Unk_0044c720	4	CSquadNormal,CUnitAI_Unk_0044c720	CSquadNormal:2;CUnitAI_Unk_0044c720:2	false
0x0044cd20	CUnitAI__Unk_0044cd20	1			false
0x0044d1f0	CUnitAI__Unk_0044d1f0	5			false
0x0044d210	CUnitAI__Unk_0044d210	1			false
0x0044d390	CUnitAI__Unk_0044d390	29	CFEPDevelopment,CFEPDirectory,CFEPLoadGame,CFEPMain,CFEPSaveGame	CFEPSaveGame:13;CFEPDevelopment:3;CFEPDirectory:2;CFEPLoadGame:2;CFEPMain:2	false
0x0044dd60	CUnitAI__Unk_0044dd60	2	CFrontEnd	CFrontEnd:1	true
0x0044dea0	CUnitAI__Unk_0044dea0	10	CFEPDirectory,CFEPGoodies,CFEPLevelSelect,CMenuItemDropdown,CMonitor,CUnitAI	CUnitAI:3;CFEPDirectory:1;CFEPGoodies:1;CFEPLevelSelect:1;CMenuItemDropdown:1;CMonitor:1	false
0x00451a40	CUnitAI__Unk_00451a40	3			false
0x00452ce0	CUnitAI__Unk_00452ce0	3	CFEPMain,CFEPMultiplayerStart,CFrontEnd	CFEPMain:1;CFEPMultiplayerStart:1;CFrontEnd:1	false
0x00452fd0	CUnitAI__Unk_00452fd0	7	CFEPMultiplayerStart,CFrontEnd	CFEPMultiplayerStart:2;CFrontEnd:1	false
0x00453140	CUnitAI__Unk_00453140	23	CFEPDirectory,CFEPLevelSelect,CFEPLoadGame,CFEPMultiplayerStart,CFEPOptions,CFEPSaveGame,CFEPScreenPos,CFEPVirtualKeyboard	CFEPMultiplayerStart:4;CFEPDirectory:2;CFEPLevelSelect:2;CFEPScreenPos:2;CFEPLoadGame:1;CFEPOptions:1;CFEPSaveGame:1;CFEPVirtualKeyboard:1	false
0x004659a0	CUnitAI__Unk_004659a0	43	CDXEngine,CFrontEnd,CMenuItem,CMenuItemDropdown,CMessageLog,FrontendUpdate_CheatChecks	CDXEngine:15;FrontendUpdate_CheatChecks:15;CMessageLog:4;CFrontEnd:3;CMenuItem:3;CMenuItemDropdown:3	false
0x00465a20	CUnitAI__Unk_00465a20	10	CDXEngine,CExplosionInitThing,CFEPLanguageTest,CUnitAI,CVBufTexture,FrontendUpdate_CheatChecks	CFEPLanguageTest:2;CDXEngine:1;CExplosionInitThing:1;CUnitAI:1;CVBufTexture:1;FrontendUpdate_CheatChecks:1	false
0x004691c0	CUnitAI__Unk_004691c0	1			false
0x00469390	CUnitAI__Unk_00469390	7	CFEPCredits,CUnitAI	CFEPCredits:1;CUnitAI:1	false
0x004693d0	CUnitAI__Unk_004693d0	8	CFEPDirectory,CFEPLevelSelect,CFEPMain,CMenuItem,CMenuItemDropdown,CUnitAI	CFEPMain:2;CFEPDirectory:1;CFEPLevelSelect:1;CMenuItem:1;CMenuItemDropdown:1;CUnitAI:1	false
0x00469550	CUnitAI__Unk_00469550	4	CFEPLevelSelect,CFEPMultiplayerStart	CFEPLevelSelect:1;CFEPMultiplayerStart:1	false
0x00469c20	CUnitAI__Unk_00469c20	2	CFEPLevelSelect,CFEPMultiplayerStart	CFEPLevelSelect:1;CFEPMultiplayerStart:1	false
0x00469cf0	CUnitAI__Unk_00469cf0	2	CDXEngine,CUnitAI	CDXEngine:1;CUnitAI:1	false
0x0046a1f0	CUnitAI__Unk_0046a1f0	1			false
0x0046a210	CUnitAI__Unk_0046a210	1			false
0x0046a220	CUnitAI__Unk_0046a220	1			false
0x0046a2a0	CUnitAI__Unk_0046a2a0	88	CFEPDemoMain,CFEPDevelopment,CFEPDirectory,CFEPLevelSelect,CFEPLoadGame,CFEPMain,CFEPMultiplayerStart,CFEPSaveGame,CFEPVirtualKeyboard,CFrontEnd,CVBufTexture	CFEPSaveGame:19;CFEPMain:9;CFrontEnd:7;CFEPDirectory:6;CFEPLoadGame:5;CFEPDemoMain:3;CFEPDevelopment:3;CVBufTexture:3	false
0x0046b1e0	CUnitAI__Unk_0046b1e0	9	CUnitAI	CUnitAI:9	false
0x00472ad0	CUnitAI__Unk_00472ad0	1			false
0x00472b40	CUnitAI__Unk_00472b40	2	CDXEngine	CDXEngine:1	true
0x00477b70	CUnitAI__Unk_00477b70	1	CVBufTexture	CVBufTexture:1	true
0x00478160	CUnitAI__Unk_00478160	2	CMapWho,CPolyBucket	CMapWho:1;CPolyBucket:1	false
0x00478c20	CUnitAI__Unk_00478c20	1			false
0x00479020	CUnitAI__Unk_00479020	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x00479200	CUnitAI__Unk_00479200	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x00479630	CUnitAI__Unk_00479630	1	CMeshCollisionVolume	CMeshCollisionVolume:1	true
0x00479d10	CUnitAI__Unk_00479d10	1			false
0x00479f30	CUnitAI__Unk_00479f30	1			false
0x0047a0b0	CUnitAI__Unk_0047a0b0	1			false
0x0047bf60	CUnitAI__Unk_0047bf60	4			false
0x0047c040	CUnitAI__Unk_0047c040	1			false
0x0047c970	CUnitAI__Unk_0047c970	10	CCannon,CExplosionInitThing,CSentinel,CVBufTexture	CCannon:2;CExplosionInitThing:1;CSentinel:1;CVBufTexture:1	false
0x0047ce80	CUnitAI__Unk_0047ce80	8	CCannon,VTable_005e1c4c	CCannon:1;VTable_005e1c4c:1	false
0x0047cea0	CUnitAI__Unk_0047cea0	1			false
0x0047d420	CUnitAI__Unk_0047d420	1			false
0x0047d670	CUnitAI__Unk_0047d670	5			false
0x0047e870	CUnitAI__Unk_0047e870	1	CUnitAI	CUnitAI:1	false
0x0047e8a0	CUnitAI__Unk_0047e8a0	2	CUnitAI	CUnitAI:2	false
0x0047fb00	CUnitAI__Unk_0047fb00	1			false
0x00480c90	CUnitAI__Unk_00480c90	2	CHLCollisionDetector,CUnitAI	CHLCollisionDetector:1;CUnitAI:1	false
0x00480db0	CUnitAI__Unk_00480db0	1	CUnitAI	CUnitAI:1	false
0x00480e10	CUnitAI__Unk_00480e10	12	CCollisionSeekingRound,CUnitAI	CUnitAI:8;CCollisionSeekingRound:4	false
0x00481060	CUnitAI__Unk_00481060	1			false
0x00482090	CUnitAI__Unk_00482090	15	CDXCompass,CDXEngine,CExplosionInitThing,CMessageLog	CExplosionInitThing:8;CDXEngine:4;CMessageLog:2;CDXCompass:1	false
0x004857e0	CUnitAI__Unk_004857e0	7	CExplosionInitThing	CExplosionInitThing:7	true
0x00485830	CUnitAI__Unk_00485830	4	CExplosionInitThing	CExplosionInitThing:4	true
0x004885e0	CUnitAI__Unk_004885e0	5	CDXLandscape,CVBufTexture	CVBufTexture:4;CDXLandscape:1	false
0x00489040	CUnitAI__Unk_00489040	1			false
0x00489de0	CUnitAI__Unk_00489de0	1			false
0x00489ef0	CUnitAI__Unk_00489ef0	1			false
0x0048dea0	CUnitAI__Unk_0048dea0	2	CDXLandscape	CDXLandscape:1	true
0x0048dec0	CUnitAI__Unk_0048dec0	1	CResourceAccumulator	CResourceAccumulator:1	true
0x0048f210	CUnitAI__Unk_0048f210	2	CDXLandscape,CLandscapeVB	CDXLandscape:1;CLandscapeVB:1	false
0x004901e0	CUnitAI__Unk_004901e0	16	CDXEngine,CDXFrontEnd,CFEPMultiplayerStart	CDXFrontEnd:3;CFEPMultiplayerStart:3;CDXEngine:2	false
0x004902b0	CUnitAI__Unk_004902b0	1	CEngine	CEngine:1	true
0x004903a0	CUnitAI__Unk_004903a0	1	CDXEngine	CDXEngine:1	true
0x00490900	CUnitAI__Unk_00490900	3			false
0x00490a40	CUnitAI__Unk_00490a40	15	CLine,CRound,CStaticShadows,CTree,CUnitAI,CWorld	CStaticShadows:8;CLine:1;CRound:1;CTree:1;CUnitAI:1;CWorld:1	false
0x00490e10	CUnitAI__Unk_00490e10	1			false
0x00490e20	CUnitAI__Unk_0047e8a0	1			false
0x00490f40	CUnitAI__Unk_00490f40	1			false
0x00497140	CUnitAI__Unk_00497140	1			false
0x0049bbb0	CUnitAI__Unk_0049bbb0	9	CDXEngine,CMCMech,CMCTentacle,CMesh,CStaticShadows	CMCTentacle:2;CMesh:2;CDXEngine:1;CMCMech:1;CStaticShadows:1	false
0x0049bc10	CUnitAI__Unk_0049bc10	7	CMCMech,CMCTentacle,CStaticShadows	CMCMech:2;CMCTentacle:2;CStaticShadows:1	false
0x0049bc40	CUnitAI__Unk_0049bc40	13	CDXEngine,CMCMech,CMCTentacle,CMesh,CMeshPart,CStaticShadows	CDXEngine:2;CMCMech:2;CMCTentacle:2;CMesh:2;CMeshPart:2;CStaticShadows:1	false
0x0049bc80	CUnitAI__Unk_0049bc80	13	CDXEngine,CMCMech,CMCTentacle,CMesh,CMeshPart,CStaticShadows	CDXEngine:2;CMCMech:2;CMCTentacle:2;CMesh:2;CMeshPart:2;CStaticShadows:1	false
0x0049bd50	CUnitAI__Unk_0049bd50	3	CMCMech,CUnitAI	CMCMech:2;CUnitAI:1	false
0x0049c2d0	CUnitAI__Unk_0049c2d0	9	CMesh,CMeshPart	CMeshPart:6;CMesh:3	false
0x004b7300	CUnitAI__Unk_004b7300	0			false
0x004b7b70	CUnitAI__Unk_004b7b70	1			false
0x004b7b80	CUnitAI__Unk_004b7b80	3	CFrontEndPage,CUnitAI	CFrontEndPage:1;CUnitAI:1	false
0x004b7ca0	CUnitAI__Unk_004b7ca0	7	CUnit,IScript	IScript:5;CUnit:2	false
0x004b7ea0	CUnitAI__Unk_004b7ea0	1			false
0x004b8020	CUnitAI__Unk_004b8020	3	CUnitAI	CUnitAI:2	false
0x004b8800	CUnitAI__Unk_004b8800	4	CDXEngine,CGame,CSoundManager,CUnitAI	CDXEngine:1;CGame:1;CSoundManager:1;CUnitAI:1	false
0x004c0150	CUnitAI__Unk_004c0150	1			false
0x004c0450	CUnitAI__Unk_004c0450	4	CExplosionInitThing,CParticleDescriptor	CParticleDescriptor:2;CExplosionInitThing:1	false
0x004c7d90	CUnitAI__Unk_004c7d90	9	CDXEngine,CPDSimpleSprite	CDXEngine:5;CPDSimpleSprite:4	false
0x004cab30	CUnitAI__Unk_004cab30	1			false
0x004cac40	CUnitAI__Unk_004cac40	1			false
0x004cbff0	CUnitAI__Unk_004cbff0	2	CUnitAI	CUnitAI:1	false
0x004d1f10	CUnitAI__Unk_004d1f10	1			false
0x004d1fd0	CUnitAI__Unk_004d1fd0	1			false
0x004daff0	CUnitAI__Unk_004daff0	1	CFearGrid	CFearGrid:1	true
