address	name	xref_count	owners	top_counts	unambiguous_non_cunitai
0x00430fa0	CUnitAI__Unk_00430fa0	8	CComponentStatement,CExplosionStatement,CFeatureStatement,CHazardStatement,CRoundStatement,CSpawnerStatement,CWeaponModeStatement,CWeaponStatement	CWeaponStatement:1;CWeaponModeStatement:1;CRoundStatement:1;CSpawnerStatement:1;CExplosionStatement:1	false
0x00431350	CUnitAI__Unk_00431350	1	CFeatureStatement	CFeatureStatement:1	true
0x00431470	CUnitAI__Unk_00431470	1	CUnitAI	CUnitAI:1	false
0x004317a0	CUnitAI__Unk_004317a0	1	CHazardStatement	CHazardStatement:1	true
0x004318c0	CUnitAI__Unk_004318c0	1	CUnitAI	CUnitAI:1	false
0x00438050	CUnitAI__Unk_00438050	0			false
0x0043aea0	CUnitAI__Unk_0043aea0	1	CExplosionBasedOn	CExplosionBasedOn:1	true
0x0043af10	CUnitAI__Unk_0043af10	1	CExplosionBasedOn	CExplosionBasedOn:1	true
0x004404f0	CUnitAI__Unk_004404f0	10	CCylinder,CDXEngine,CMCBuggy,CMCMech,CUnitAI	CDXEngine:5;CUnitAI:2;CMCMech:1;CMCBuggy:1;CCylinder:1	false
0x00440ad0	CUnitAI__Unk_00440ad0	1	CWaterRenderSystem	CWaterRenderSystem:1	true
0x00440b70	CUnitAI__Unk_00440b70	0			false
0x00441490	CUnitAI__Unk_00441490	1	CDXEngine	CDXEngine:1	true
0x004416e0	CUnitAI__Unk_004416e0	2	CUnit	CUnit:2	true
0x00441730	CUnitAI__Unk_00441730	1	CLIParams	CLIParams:1	true
0x004419e0	CUnitAI__Unk_004419e0	1	FrontendUpdate_CheatChecks	FrontendUpdate_CheatChecks:1	true
0x00441b10	CUnitAI__Unk_00441b10	4	CFrontEnd,CGame,FrontendUpdate_CheatChecks	CGame:2;CFrontEnd:1;FrontendUpdate_CheatChecks:1	false
0x00441b80	CUnitAI__Unk_00441b80	1	Platform	Platform:1	true
0x00441e20	CUnitAI__Unk_00441e20	1	CDXFrontEndVideo	CDXFrontEndVideo:1	true
0x00441e30	CUnitAI__Unk_00441e30	1	CDXFrontEndVideo	CDXFrontEndVideo:1	true
0x00441e40	CUnitAI__Unk_00441e40	1	CGame	CGame:1	true
0x00441e50	CUnitAI__Unk_00441e50	1	CGame	CGame:1	true
0x00441ea0	CUnitAI__Unk_00441ea0	1	CDXEngine	CDXEngine:1	true
0x004422d0	CUnitAI__Unk_004422d0	1	CSoundManager	CSoundManager:1	true
0x00442380	CUnitAI__Unk_00442380	2	CSoundManager,CUnit	CUnit:1;CSoundManager:1	false
0x00444960	CUnitAI__Unk_00444960	1	CDestroyableSegmentComponent	CDestroyableSegmentComponent:1	true
0x00444f00	CUnitAI__Unk_00444f00	0			false
0x00444f20	CUnitAI__Unk_00444f20	0			false
0x00445010	CUnitAI__Unk_00445010	1	CMCBuggy	CMCBuggy:1	true
0x00445460	CUnitAI__Unk_00445460	1	CDiveBomberGuide	CDiveBomberGuide:1	true
0x00445570	CUnitAI__Unk_00445570	2	CUnitAI	CUnitAI:2	false
0x004455c0	CUnitAI__Unk_004455c0	2	CUnitAI	CUnitAI:2	false
0x00445610	CUnitAI__Unk_00445610	0			false
0x00445ad0	CUnitAI__Unk_00445ad0	0			false
0x00445f40	CUnitAI__Unk_00445f40	0			false
0x00446150	CUnitAI__Unk_00446150	0			false
0x00446400	CUnitAI__Unk_00446400	1	CUnitAI	CUnitAI:1	false
0x00447a40	CUnitAI__Unk_00447a40	0			false
0x00447ac0	CUnitAI__Unk_00447ac0	0			false
0x00447b10	CUnitAI__Unk_00447b10	0			false
0x00447b60	CUnitAI__Unk_00447b60	0			false
0x00447bb0	CUnitAI__Unk_00447bb0	0			false
0x00447fa0	CUnitAI__Unk_00447fa0	0			false
0x004480c0	CUnitAI__Unk_004480c0	0			false
0x00448110	CUnitAI__Unk_00448110	0			false
0x00448120	CUnitAI__Unk_00448120	0			false
0x00449560	CUnitAI__Unk_00449560	1	CMine	CMine:1	true
0x004496e0	CUnitAI__Unk_004496e0	4	CCareer,CGame	CCareer:2;CGame:2	false
0x0044a1f0	CUnitAI__Unk_0044a1f0	1	CUnitAI	CUnitAI:1	false
0x0044a2a0	CUnitAI__Unk_0044a2a0	1	CUnitAI	CUnitAI:1	false
0x0044a2c0	CUnitAI__Unk_0044a2c0	1	CUnitAI	CUnitAI:1	false
0x0044a2d0	CUnitAI__Unk_0044a2d0	1	CDXEngine	CDXEngine:1	true
0x0044a5f0	CUnitAI__Unk_0044a5f0	14	CDXEngine,CDXFrontEnd,CFEPMultiplayerStart,CUnitAI,CVBufTexture,CVertexShader	CUnitAI:3;CDXFrontEnd:3;CDXEngine:3;CVertexShader:3;CVBufTexture:1	false
0x0044a610	CUnitAI__Unk_0044a610	1	CEngine	CEngine:1	true
0x0044a640	CUnitAI__Unk_0044a640	3	CDXEngine	CDXEngine:3	true
0x0044a650	CUnitAI__Unk_0044a650	3	CDXEngine,CUnitAI	CDXEngine:2;CUnitAI:1	false
0x0044a690	CUnitAI__Unk_0044a690	2	CMapWho,CVBufTexture	CMapWho:1;CVBufTexture:1	false
0x0044a6b0	CUnitAI__Unk_0044a6b0	2	con_navmapoff,con_navmapon	con_navmapon:1;con_navmapoff:1	false
0x0044a930	CUnitAI__Unk_0044a930	8	CEngine,CUnit,CVBufTexture,OID	OID:4;CUnit:2;CVBufTexture:1;CEngine:1	false
0x0044ae20	CUnitAI__Unk_0044ae20	1	CPauseMenu	CPauseMenu:1	true
0x0044c1c0	CUnitAI__Unk_0044c1c0	11	CMesh,CMeshPart	CMesh:6;CMeshPart:5	false
0x0044c210	CUnitAI__Unk_0044c210	2	CMesh	CMesh:2	true
0x0044c440	CUnitAI__Unk_0044c440	1	CFearGrid	CFearGrid:1	true
0x0044c720	CUnitAI__Unk_0044c720	4	CSquadNormal,CUnitAI_Unk_0044c720	CUnitAI_Unk_0044c720:2;CSquadNormal:2	false
0x0044c780	CUnitAI__Unk_0044c780	2	OID	OID:2	true
0x0044c810	CUnitAI__Unk_0044c810	2	CSquadNormal	CSquadNormal:2	true
0x0044cd20	CUnitAI__Unk_0044cd20	0			false
0x0044d1f0	CUnitAI__Unk_0044d1f0	0			false
0x0044d210	CUnitAI__Unk_0044d210	0			false
0x0044d390	CUnitAI__Unk_0044d390	22	CFEPDevelopment,CFEPDirectory,CFEPLoadGame,CFEPMain,CFEPSaveGame	CFEPSaveGame:13;CFEPDevelopment:3;CFEPMain:2;CFEPLoadGame:2;CFEPDirectory:2	false
0x0044d6f0	CUnitAI__Unk_0044d6f0	1	CFrontEnd	CFrontEnd:1	true
0x0044dd60	CUnitAI__Unk_0044dd60	2	CUnitAI,VFuncSlot_03_004669a0	CUnitAI:1;VFuncSlot_03_004669a0:1	false
0x0044dea0	CUnitAI__Unk_0044dea0	9	CFEPGoodies,CFEPLevelSelect,CMenuItemDropdown,CMonitor,CUnitAI,VFuncSlot_03_004669a0	CUnitAI:4;CMonitor:1;CMenuItemDropdown:1;CFEPLevelSelect:1;VFuncSlot_03_004669a0:1	false
0x0044eab0	CUnitAI__Unk_0044eab0	2	CFEPMultiplayerStart	CFEPMultiplayerStart:2	true
0x0044eb30	CUnitAI__Unk_0044eb30	1	CFEPMultiplayerStart	CFEPMultiplayerStart:1	true
0x0044ecf0	CUnitAI__Unk_0044ecf0	4	CFEPMultiplayerStart	CFEPMultiplayerStart:4	true
0x0044ed40	CUnitAI__Unk_0044ed40	2	CFEPMultiplayerStart	CFEPMultiplayerStart:2	true
0x0044eea0	CUnitAI__Unk_0044eea0	2	CFEPMultiplayerStart	CFEPMultiplayerStart:2	true
0x00451a40	CUnitAI__Unk_00451a40	0			false
0x00452ce0	CUnitAI__Unk_00452ce0	3	CFEPMain,CFEPMultiplayerStart,CFrontEnd	CFrontEnd:1;CFEPMultiplayerStart:1;CFEPMain:1	false
0x00452de0	CUnitAI__Unk_00452de0	1	CFEPGoodies	CFEPGoodies:1	true
0x00452fd0	CUnitAI__Unk_00452fd0	3	CFEPMultiplayerStart,CFrontEnd	CFEPMultiplayerStart:2;CFrontEnd:1	false
0x004530b0	CUnitAI__Unk_004530b0	1	CFEPMultiplayerStart	CFEPMultiplayerStart:1	true
0x00453140	CUnitAI__Unk_00453140	14	CFEPDirectory,CFEPLevelSelect,CFEPLoadGame,CFEPMultiplayerStart,CFEPOptions,CFEPSaveGame,CFEPScreenPos,CFEPVirtualKeyboard	CFEPMultiplayerStart:4;CFEPDirectory:2;CFEPScreenPos:2;CFEPLevelSelect:2;CFEPLoadGame:1	false
0x004659a0	CUnitAI__Unk_004659a0	43	CMenuItem,CMenuItemDropdown,CMessageLog,CUnitAI,FrontendUpdate_CheatChecks	CUnitAI:18;FrontendUpdate_CheatChecks:15;CMessageLog:4;CMenuItemDropdown:3;CMenuItem:3	false
0x00465a20	CUnitAI__Unk_00465a20	7	CFEPLanguageTest,CUnitAI,CVBufTexture,FrontendUpdate_CheatChecks	CUnitAI:3;CFEPLanguageTest:2;CVBufTexture:1;FrontendUpdate_CheatChecks:1	false
0x00465c10	CUnitAI__Unk_00465c10	1	CDXBitmapFont	CDXBitmapFont:1	true
0x00465dd0	CUnitAI__Unk_00465dd0	1	CFEPVirtualKeyboard	CFEPVirtualKeyboard:1	true
0x004691c0	CUnitAI__Unk_004691c0	0			false
0x00469390	CUnitAI__Unk_00469390	2	CFEPCredits,CUnitAI	CUnitAI:1;CFEPCredits:1	false
0x004693d0	CUnitAI__Unk_004693d0	7	CFEPDirectory,CFEPLevelSelect,CFEPMain,CMenuItem,CMenuItemDropdown,CUnitAI	CFEPMain:2;CMenuItem:1;CMenuItemDropdown:1;CUnitAI:1;CFEPDirectory:1	false
0x00469430	CUnitAI__Unk_00469430	1	CFEPDirectory	CFEPDirectory:1	true
0x00469550	CUnitAI__Unk_00469550	2	CFEPLevelSelect,CFEPMultiplayerStart	CFEPMultiplayerStart:1;CFEPLevelSelect:1	false
0x00469c20	CUnitAI__Unk_00469c20	2	CFEPLevelSelect,CFEPMultiplayerStart	CFEPMultiplayerStart:1;CFEPLevelSelect:1	false
0x00469cf0	CUnitAI__Unk_00469cf0	2	CUnitAI	CUnitAI:2	false
0x0046a1f0	CUnitAI__Unk_0046a1f0	0			false
0x0046a210	CUnitAI__Unk_0046a210	0			false
0x0046a220	CUnitAI__Unk_0046a220	0			false
0x0046a2a0	CUnitAI__Unk_0046a2a0	60	CFEPDemoMain,CFEPDevelopment,CFEPDirectory,CFEPLevelSelect,CFEPLoadGame,CFEPMain,CFEPMultiplayerStart,CFEPSaveGame,CFEPVirtualKeyboard,CUnitAI,CVBufTexture	CFEPSaveGame:19;CFEPMain:9;CUnitAI:7;CFEPDirectory:6;CFEPLoadGame:5	false
0x0046b1e0	CUnitAI__Unk_0046b1e0	9	CUnitAI	CUnitAI:9	false
0x0046b950	CUnitAI__Unk_0046b950	2	CFEPMultiplayerStart	CFEPMultiplayerStart:2	true
0x0046bab0	CUnitAI__Unk_0046bab0	2	CFEPMultiplayerStart	CFEPMultiplayerStart:2	true
0x0046bc20	CUnitAI__Unk_0046bc20	1	CFEPMultiplayerStart	CFEPMultiplayerStart:1	true
0x00472a90	CUnitAI__Unk_00472a90	1	CGame	CGame:1	true
0x00472ad0	CUnitAI__Unk_00472ad0	0			false
0x00472b40	CUnitAI__Unk_00472b40	1	CUnitAI	CUnitAI:1	false
0x00472f10	CUnitAI__Unk_00472f10	1	CDXEngine	CDXEngine:1	true
0x00476fe0	CUnitAI__Unk_00476fe0	1	CVBufTexture	CVBufTexture:1	true
0x00477b70	CUnitAI__Unk_00477b70	1	CUnitAI	CUnitAI:1	false
0x00477cb0	CUnitAI__Unk_00477cb0	1	CSquadNormal	CSquadNormal:1	true
0x004780f0	CUnitAI__Unk_004780f0	1	CWorld	CWorld:1	true
0x00478160	CUnitAI__Unk_00478160	2	CMapWho,CPolyBucket	CMapWho:1;CPolyBucket:1	false
0x00478510	CUnitAI__Unk_00478510	2	CMeshCollisionVolume	CMeshCollisionVolume:2	true
0x00478c20	CUnitAI__Unk_00478c20	0			false
0x00479020	CUnitAI__Unk_00479020	1	CUnitAI	CUnitAI:1	false
0x00479200	CUnitAI__Unk_00479200	1	CUnitAI	CUnitAI:1	false
0x00479630	CUnitAI__Unk_00479630	1	CUnitAI	CUnitAI:1	false
0x00479d10	CUnitAI__Unk_00479d10	0			false
0x00479f30	CUnitAI__Unk_00479f30	0			false
0x0047a0b0	CUnitAI__Unk_0047a0b0	0			false
0x0047bf60	CUnitAI__Unk_0047bf60	0			false
0x0047c040	CUnitAI__Unk_0047c040	0			false
0x0047c970	CUnitAI__Unk_0047c970	5	CCannon,CExplosionInitThing,CSentinel,CVBufTexture	CCannon:2;CExplosionInitThing:1;CSentinel:1;CVBufTexture:1	false
0x0047ce80	CUnitAI__Unk_0047ce80	2	CCannon,VTable_005e1c4c	CCannon:1;VTable_005e1c4c:1	false
0x0047cea0	CUnitAI__Unk_0047cea0	0			false
0x0047d420	CUnitAI__Unk_0047d420	0			false
0x0047d670	CUnitAI__Unk_0047d670	5	Unwind@005d2c53,Unwind@005d2ed3,Unwind@005d2f08,Unwind@005d34c3,Unwind@005d34f8	Unwind@005d2c53:1;Unwind@005d2ed3:1;Unwind@005d2f08:1;Unwind@005d34c3:1;Unwind@005d34f8:1	false
0x0047d6d0	CUnitAI__Unk_0047d6d0	1	CGroundVehicleGuide	CGroundVehicleGuide:1	true
0x0047e870	CUnitAI__Unk_0047e870	1	CUnitAI	CUnitAI:1	false
0x0047e8a0	CUnitAI__Unk_0047e8a0	2	CUnitAI	CUnitAI:2	false
0x0047fb00	CUnitAI__Unk_0047fb00	0			false
0x0047fb50	CUnitAI__Unk_0047fb50	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00480a30	CUnitAI__Unk_00480a30	1	CCollisionSeekingRound	CCollisionSeekingRound:1	true
0x00480c90	CUnitAI__Unk_00480c90	2	CHLCollisionDetector,CUnitAI	CHLCollisionDetector:1;CUnitAI:1	false
0x00480db0	CUnitAI__Unk_00480db0	1	CUnitAI	CUnitAI:1	false
0x00480e10	CUnitAI__Unk_00480e10	12	CUnitAI	CUnitAI:12	false
0x00481060	CUnitAI__Unk_00481060	0			false
0x00481400	CUnitAI__Unk_00481400	1	CDXEngine	CDXEngine:1	true
0x00482050	CUnitAI__Unk_00482050	1	CDXEngine	CDXEngine:1	true
0x00482090	CUnitAI__Unk_00482090	15	CDXCompass,CDXEngine,CExplosionInitThing,CMessageLog,CUnitAI	CUnitAI:7;CDXEngine:4;CMessageLog:2;CExplosionInitThing:1;CDXCompass:1	false
0x004821b0	CUnitAI__Unk_004821b0	1	CDXCompass	CDXCompass:1	true
0x004821e0	CUnitAI__Unk_004821e0	1	CDXCompass	CDXCompass:1	true
0x00483530	CUnitAI__Unk_00483530	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00484340	CUnitAI__Unk_00484340	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00484c50	CUnitAI__Unk_00484c50	1	CExplosionInitThing	CExplosionInitThing:1	true
0x004857e0	CUnitAI__Unk_004857e0	7	CUnitAI	CUnitAI:7	false
0x00485830	CUnitAI__Unk_00485830	4	CUnitAI	CUnitAI:4	false
0x004858d0	CUnitAI__Unk_004858d0	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00485d50	CUnitAI__Unk_00485d50	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00486940	CUnitAI__Unk_00486940	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00486e00	CUnitAI__Unk_00486e00	1	CExplosionInitThing	CExplosionInitThing:1	true
0x00488090	CUnitAI__Unk_00488090	1	CDXEngine	CDXEngine:1	true
0x004885e0	CUnitAI__Unk_004885e0	5	CDXLandscape,CVBufTexture	CVBufTexture:4;CDXLandscape:1	false
0x00489040	CUnitAI__Unk_00489040	0			false
0x00489de0	CUnitAI__Unk_00489de0	0			false
0x00489ef0	CUnitAI__Unk_00489ef0	0			false
0x0048afb0	CUnitAI__Unk_0048afb0	1	CInfluenceMap	CInfluenceMap:1	true
0x0048de00	CUnitAI__Unk_0048de00	1	CTokenArchive	CTokenArchive:1	true
0x0048de30	CUnitAI__Unk_0048de30	1	CDXEngine	CDXEngine:1	true
0x0048de90	CUnitAI__Unk_0048de90	1	CDXLandscape	CDXLandscape:1	true
0x0048dea0	CUnitAI__Unk_0048dea0	2	CDXLandscape,Unwind@005d7980	Unwind@005d7980:1;CDXLandscape:1	false
0x0048dec0	CUnitAI__Unk_0048dec0	1	CUnitAI	CUnitAI:1	false
0x0048f180	CUnitAI__Unk_0048f180	1	CDXLandscape	CDXLandscape:1	true
0x0048f1e0	CUnitAI__Unk_0048f1e0	3	CDXPatchManager	CDXPatchManager:3	true
0x0048f210	CUnitAI__Unk_0048f210	2	CLandscapeVB,CUnitAI	CUnitAI:1;CLandscapeVB:1	false
0x0048f2f0	CUnitAI__Unk_0048f2f0	1	CDXLandscape	CDXLandscape:1	true
0x0048f620	CUnitAI__Unk_0048f620	1	CDXEngine	CDXEngine:1	true
0x004901e0	CUnitAI__Unk_004901e0	8	CDXFrontEnd,CFEPMultiplayerStart,CUnitAI	CDXFrontEnd:3;CFEPMultiplayerStart:3;CUnitAI:2	false
0x00490280	CUnitAI__Unk_00490280	1	CEngine	CEngine:1	true
0x004902b0	CUnitAI__Unk_004902b0	1	CUnitAI	CUnitAI:1	false
0x004903a0	CUnitAI__Unk_004903a0	1	CUnitAI	CUnitAI:1	false
0x004905f0	CUnitAI__Unk_004905f0	1	CDXEngine	CDXEngine:1	true
0x00490900	CUnitAI__Unk_00490900	0			false
0x00490a40	CUnitAI__Unk_00490a40	13	CLine,CRound,CStaticShadows,CTree,CUnitAI,CWorld	CStaticShadows:8;CWorld:1;CUnitAI:1;CLine:1;CRound:1	false
0x00490e10	CUnitAI__Unk_00490e10	0			false
0x00490e20	CUnitAI__Unk_0047e8a0	0			false
0x00490e30	CUnitAI__Unk_00490e30	1	CGame	CGame:1	true
0x00490f10	CUnitAI__Unk_00490f10	1	CGame	CGame:1	true
0x00490f40	CUnitAI__Unk_00490f40	0			false
0x00490f50	CUnitAI__Unk_00490f50	1	CWorld	CWorld:1	true
0x00491060	CUnitAI__Unk_00491060	1	CResourceAccumulator	CResourceAccumulator:1	true
0x00496250	CUnitAI__Unk_00496250	1	CMeshPart	CMeshPart:1	true
0x00496270	CUnitAI__Unk_00496270	2	CMeshPart	CMeshPart:2	true
0x00496910	CUnitAI__Unk_00496910	2	CMeshPart	CMeshPart:2	true
0x00496f60	CUnitAI__Unk_00496f60	5	CMeshPart	CMeshPart:5	true
0x00497140	CUnitAI__Unk_00497140	0			false
0x0049bbb0	CUnitAI__Unk_0049bbb0	7	CDXEngine,CMCMech,CMCTentacle,CMesh,CStaticShadows	CMesh:2;CMCTentacle:2;CDXEngine:1;CMCMech:1;CStaticShadows:1	false
0x0049bc10	CUnitAI__Unk_0049bc10	5	CMCMech,CMCTentacle,CStaticShadows	CMCMech:2;CMCTentacle:2;CStaticShadows:1	false
0x0049bc40	CUnitAI__Unk_0049bc40	11	CDXEngine,CMCMech,CMCTentacle,CMesh,CMeshPart,CStaticShadows	CMesh:2;CMeshPart:2;CDXEngine:2;CMCMech:2;CMCTentacle:2	false
0x0049bc80	CUnitAI__Unk_0049bc80	11	CDXEngine,CMCMech,CMCTentacle,CMesh,CMeshPart,CStaticShadows	CMesh:2;CMeshPart:2;CDXEngine:2;CMCMech:2;CMCTentacle:2	false
0x0049bd50	CUnitAI__Unk_0049bd50	3	CMCMech,CUnitAI	CMCMech:2;CUnitAI:1	false
0x0049c2d0	CUnitAI__Unk_0049c2d0	9	CMesh,CMeshPart	CMeshPart:6;CMesh:3	false
0x0049f670	CUnitAI__Unk_0049f670	2	CMeshPart	CMeshPart:2	true
0x004a1390	CUnitAI__Unk_004a1390	4	CDXEngine	CDXEngine:4	true
0x004b5250	CUnitAI__Unk_004b5250	6	CDXEngine	CDXEngine:6	true
0x004b52a0	CUnitAI__Unk_004b52a0	3	CDXEngine	CDXEngine:3	true
0x004b52c0	CUnitAI__Unk_004b52c0	4	CDXEngine	CDXEngine:4	true
0x004b5e80	CUnitAI__Unk_004b5e80	1	CSphere	CSphere:1	true
0x004b6cd0	CUnitAI__Unk_004b6cd0	1	COggLoader	COggLoader:1	true
0x004b7300	CUnitAI__Unk_004b7300	0			false
0x004b7320	CUnitAI__Unk_004b7320	1	CGame	CGame:1	true
0x004b7b70	CUnitAI__Unk_004b7b70	0			false
0x004b7b80	CUnitAI__Unk_004b7b80	2	CFrontEndPage,CUnitAI	CUnitAI:1;CFrontEndPage:1	false
0x004b7ca0	CUnitAI__Unk_004b7ca0	7	CUnit,IScript	IScript:5;CUnit:2	false
0x004b7d90	CUnitAI__Unk_004b7d90	1	CGame	CGame:1	true
0x004b7ea0	CUnitAI__Unk_004b7ea0	0			false
0x004b8020	CUnitAI__Unk_004b8020	2	CUnitAI	CUnitAI:2	false
0x004b82b0	CUnitAI__Unk_004b82b0	1	CDXEngine	CDXEngine:1	true
0x004b8800	CUnitAI__Unk_004b8800	4	CGame,CSoundManager,CUnitAI	CUnitAI:2;CSoundManager:1;CGame:1	false
0x004b8850	CUnitAI__Unk_004b8850	1	CDXEngine	CDXEngine:1	true
0x004bc260	CUnitAI__Unk_004bc260	3	CWorld	CWorld:3	true
0x004bffa0	CUnitAI__Unk_004bffa0	1	CWingmanStart	CWingmanStart:1	true
0x004c0000	CUnitAI__Unk_004c0000	1	CEscapePod	CEscapePod:1	true
0x004c0150	CUnitAI__Unk_004c0150	0			false
0x004c0370	CUnitAI__Unk_004c0370	1	CParticleDescriptor	CParticleDescriptor:1	true
0x004c0450	CUnitAI__Unk_004c0450	3	CExplosionInitThing,CParticleDescriptor	CParticleDescriptor:2;CExplosionInitThing:1	false
0x004c0510	CUnitAI__Unk_004c0510	1	CParticleManager	CParticleManager:1	true
0x004c78d0	CUnitAI__Unk_004c78d0	1	CEngine	CEngine:1	true
0x004c7d90	CUnitAI__Unk_004c7d90	9	CDXEngine,CEngine	CDXEngine:5;CEngine:4	false
0x004cab30	CUnitAI__Unk_004cab30	0			false
0x004cac40	CUnitAI__Unk_004cac40	0			false
0x004cbff0	CUnitAI__Unk_004cbff0	1	CUnitAI	CUnitAI:1	false
0x004d1f10	CUnitAI__Unk_004d1f10	0			false
0x004d1fd0	CUnitAI__Unk_004d1fd0	0			false
0x004d3b10	CUnitAI__Unk_004d3b10	1	CPolyBucket	CPolyBucket:1	true
